dataset_role,event_id,bag,elapsed_s,callback_sequence,evaluation_sequence,old_oracle_label,oracle_v2_hard_label,oracle_v2_usable_label,declared_request_count,constructed_path_count,validator_execution_count,unique_constructed_path_digest_count,hard_valid_count,usable_valid_count,best_hard_gate,best_hard_side,best_hard_d_target,best_hard_d_mid,best_hard_entry_scale,best_hard_exit_scale,best_hard_path_digest,best_hard_exit_reaches_next_obstacle,best_hard_braking_deficit_m,best_hard_velocity_loss,best_hard_minimum_normalized_safety_slack,best_hard_obstacle_margin_m,best_usable_path_digest,exact_input_lineage,production_digest_and_validator_parity,coverage_complete,runtime_wall_s,old_negative_became_oracle_v2_positive,old_miss_cause_if_identifiable,historical_artifact_overwritten
DEVELOPMENT,DVE037,rosbag2_2026_08_24-19_00_30,690.370080558,25075,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,168868,95424,95424,47712,676,676,STRICT,LEFT,0.63,0.65000000000000002,0.51458109301505117,0.49716841625749453,6cb69bd0baae3f0e,0,0,0.20840231307724766,0.11502220565400186,0.39554170653726883,6cb69bd0baae3f0e,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,7.59913330499694,False,UNCHANGED,False
DEVELOPMENT,DVE038,rosbag2_2026_08_25-09_59_22,955.040083764,36595,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,117352,47520,47520,23760,3464,3464,STRICT,RIGHT,-0.47793652844358731,-0.5,0.71366941165554731,0.49716841625749453,11e1dafa8985718b,0,0,0.20681203841640539,0.007061734320154482,0.010592601480231723,11e1dafa8985718b,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,3.582121161998657,False,UNCHANGED,False
DEVELOPMENT,DVE039,rosbag2_2026_08_25-09_59_22,1016.13025888,39020,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,1401024,1401024,1401024,699428,14566,14566,STRICT,LEFT,0.84999999999999998,0.83000000000000007,1.310934367577036,5.7601554773499748,68b9cbddc6c524ec,0,0,0.098026166296941622,0.013584153525894075,0.55755756065797613,68b9cbddc6c524ec,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,223.832006827055,False,UNCHANGED,False
DEVELOPMENT,DVE040,rosbag2_2026_08_25-09_59_22,157.120087446,6368,1,NO_VALID_P3_FOUND_IN_ORACLE_DOMAIN,NO_HARD_VALID_P3_IN_DECLARED_FINITE_DOMAIN,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,392268,8088,8088,2022,0,0,,,,,,,,,,,,,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,6.277153119022842,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE001,rosbag2_2026_08_24-19_00_30,433.530074863,15342,1,NO_VALID_P3_FOUND_IN_ORACLE_DOMAIN,NO_HARD_VALID_P3_IN_DECLARED_FINITE_DOMAIN,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,440910,306720,306720,85059,0,0,,,,,,,,,,,,,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,52.252807921991916,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE002,rosbag2_2026_08_24-19_00_30,436.540113945,15410,1,NO_VALID_P3_FOUND_IN_ORACLE_DOMAIN,NO_HARD_VALID_P3_IN_DECLARED_FINITE_DOMAIN,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,54156,23328,23328,5832,0,0,,,,,,,,,,,,,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,2.0474795770060155,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE003,rosbag2_2026_08_24-19_00_30,444.400108014,15684,1,NO_VALID_P3_FOUND_IN_ORACLE_DOMAIN,NO_HARD_VALID_P3_IN_DECLARED_FINITE_DOMAIN,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,376320,59136,59136,14784,0,0,,,,,,,,,,,,,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,12.98371233799844,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE004,rosbag2_2026_08_24-19_00_30,498.970095287,17707,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,587316,8328,8328,4154,48,48,STRICT,RIGHT,-0.29095433130090148,-0.34000000000000002,0.51458109301505117,0.60498681916591468,fdd9a26d73a8cd48,0,0,0.29583326077812239,0.15747981393720184,1.5,fdd9a26d73a8cd48,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,7.586228641004709,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE005,rosbag2_2026_08_24-19_00_30,501.54010667,17774,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,812320,39648,39648,19824,516,516,STRICT,RIGHT,-0.39206274713910094,-0.39206274713910094,1.310934367577036,3.9473573093269398,1fe5aee2e5533c11,0,0,0.12638529565216619,0.33470935167553933,1.5,1fe5aee2e5533c11,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,12.50759726400429,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE006,rosbag2_2026_08_24-19_00_30,502.78007765,17805,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,819296,33712,33712,16853,1540,1540,STRICT,RIGHT,-0.41421875581783962,-0.42421875581783963,1.310934367577036,7.3975462023963852,f7d9aac9e073ed0f,0,0,0.12066299303801359,0.034534305002658937,1.5,f7d9aac9e073ed0f,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,12.531365939001262,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE007,rosbag2_2026_08_24-19_00_30,503.410093389,17827,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,812320,33984,33984,16992,1074,1074,STRICT,RIGHT,-0.41000000000000003,-0.41594874923606079,1.310934367577036,7.3975462023963852,8ed08ef980ab96a0,0,0,0.12268808473606271,0.13073257079477496,1.5,8ed08ef980ab96a0,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,12.16994918599812,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE008,rosbag2_2026_08_24-19_00_30,505.690112766,17881,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,633672,8328,8328,4135,64,64,STRICT,RIGHT,-0.27285951800775615,-0.31285951800775497,1.310934367577036,0.60498681916591468,368793c1a0b479e3,0,0,0.27663934970684301,0.18943379001284902,1.5,368793c1a0b479e3,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,10.94214636196557,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE009,rosbag2_2026_08_24-19_00_30,539.190120994,19219,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,118932,15840,15840,3960,224,0,STRICT,LEFT,0.48007892318975448,0.58999999999999997,0.51458109301505117,0.49716841625749453,002aa4923c31028e,1,0,0.40070641531524398,-0.073139556353372492,-0.10970933453005874,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,2.350063614001556,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE010,rosbag2_2026_08_24-19_00_30,541.320107499,19295,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,75632,39120,39120,9780,4,0,STRICT,LEFT,0.57999999999999996,0.34000000000000002,0.51458109301505117,0.49716841625749453,4125664d3860c5e2,1,0,0.41924998872527325,-0.07290149077827851,-0.10935223616741777,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,3.4760241910116747,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE011,rosbag2_2026_08_24-19_00_30,544.070097653,19399,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,131550,94474,94474,39698,7675,0,STRICT,LEFT,0.47000000000000003,0.19,0.71366941165554731,0.49716841625749453,42b49743452862a9,1,0,0.39518307121764129,-0.070941208249516233,-0.10641181237427436,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,7.498019235987158,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE012,rosbag2_2026_08_24-19_00_30,545.120183266,19441,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,76936,32600,32600,8150,128,0,STRICT,LEFT,0.54000000000000004,0.31,0.51458109301505117,0.49716841625749453,aeed35a9da968ad6,1,0,0.41595789546658651,-0.088623886359202445,-0.13293582953880367,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,3.089920965001511,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE013,rosbag2_2026_08_24-19_00_30,549.080081852,19577,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,491040,180048,180048,45012,36,0,STRICT,LEFT,0.24733680294608396,0.21886279040005138,0.51458109301505117,6.5889193578593162,8e4994d8cef22198,1,0,0.13028739779327694,-0.20765766449306758,-0.31148649673960138,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,36.58622019000177,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE014,rosbag2_2026_08_24-19_00_30,550.420075785,19622,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,100408,31296,31296,7824,868,0,STRICT,LEFT,0.30072740758362437,0.30072740758362437,0.51458109301505117,0.49716841625749453,e3c5d3dfd9280946,1,0,0.42148321320860799,-0.45315312229178878,-0.67972968343768314,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,4.036663605002104,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE015,rosbag2_2026_08_24-19_00_30,553.570171463,19721,1,NO_VALID_P3_FOUND_IN_ORACLE_DOMAIN,NO_HARD_VALID_P3_IN_DECLARED_FINITE_DOMAIN,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,124326,87914,87914,36090,0,0,,,,,,,,,,,,,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,7.552965856993978,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE016,rosbag2_2026_08_24-19_00_30,590.020254282,21175,1,NO_VALID_P3_FOUND_IN_ORACLE_DOMAIN,NO_HARD_VALID_P3_IN_DECLARED_FINITE_DOMAIN,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,231891,77991,77991,30795,0,0,,,,,,,,,,,,,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,13.297841109000728,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE017,rosbag2_2026_08_24-19_00_30,614.520110836,22137,1,NO_VALID_P3_FOUND_IN_ORACLE_DOMAIN,NO_HARD_VALID_P3_IN_DECLARED_FINITE_DOMAIN,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,99464,10368,10368,2592,0,0,,,,,,,,,,,,,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,1.6565911369980313,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE018,rosbag2_2026_08_24-19_00_30,779.27009916,28621,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,562832,33984,33984,16992,88,88,STRICT,RIGHT,-0.33327528261821748,-0.34720848132730786,1.310934367577036,0.59340111172282095,4f04c100142250ea,0,0,0.19495053512080573,0.13890279636126399,1.5,4f04c100142250ea,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,11.50231231599173,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE019,rosbag2_2026_08_24-19_00_30,938.390120057,34691,1,NO_VALID_P3_FOUND_IN_ORACLE_DOMAIN,NO_HARD_VALID_P3_IN_DECLARED_FINITE_DOMAIN,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,1926864,1926864,1926864,959031,0,0,,,,,,,,,,,,,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,321.55143779006175,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE020,rosbag2_2026_08_24-19_24_17,281.110131375,11232,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,134072,7776,7776,1944,8,8,STRICT,LEFT,0.41575544638207595,0.41575544638207595,0.51458109301505117,0.49716841625749453,814707825e82708f,0,0,0.18885128033380183,0.00019115072575004444,0.00028672608862506666,814707825e82708f,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,1.9017602910098503,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE021,rosbag2_2026_08_24-19_24_17,358.410112695,14106,1,NO_VALID_P3_FOUND_IN_ORACLE_DOMAIN,NO_HARD_VALID_P3_IN_DECLARED_FINITE_DOMAIN,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,1630812,1215948,1215948,482580,0,0,,,,,,,,,,,,,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,157.74354090304405,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE022,rosbag2_2026_08_24-19_24_17,440.310096379,17335,1,NO_VALID_P3_FOUND_IN_ORACLE_DOMAIN,NO_HARD_VALID_P3_IN_DECLARED_FINITE_DOMAIN,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,82320,82320,82320,41159,0,0,,,,,,,,,,,,,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,8.679101453002659,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE023,rosbag2_2026_08_24-19_24_17,452.42008608,17776,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,157508,15552,15552,3888,1340,1340,STRICT,RIGHT,-0.39000000000000001,-0.56000000000000005,0.51458109301505117,0.49716841625749453,1bdc31636f2d7ac7,0,0,0.17763212338019857,0.13238229925880199,0.20083271554063747,1bdc31636f2d7ac7,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,2.5382217570077046,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE024,rosbag2_2026_08_24-19_24_17,491.5600921,19342,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,157508,64800,64800,16200,2276,2276,STRICT,RIGHT,-0.47999999999999998,-0.56000000000000005,0.51458109301505117,0.49716841625749453,231670ca26a33505,0,0,0.1692425033277519,0.12341654831117632,0.21428134196207599,231670ca26a33505,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,4.820408710002084,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE025,rosbag2_2026_08_24-19_24_17,586.530101883,23109,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,1203036,749580,749580,277236,1608,24,STRICT,LEFT,0.14999999999999999,0.31250000000000006,0.71366941165554731,2.222262862792217,d0296cd06768e963,0,0,0.073958085483379662,0.00042902238974059276,0.00064353358461088916,d0296cd06768e963,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,124.92640163501346,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE026,rosbag2_2026_08_24-19_24_17,637.310133847,25104,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,477744,4164,4164,2082,16,16,STRICT,RIGHT,-0.39638516093082637,-0.44,0.51458109301505117,0.60498681916591468,7570c8251f476dc6,0,0,0.17534051372806569,0.03005137447986787,1.5,7570c8251f476dc6,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,6.022516191980685,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE027,rosbag2_2026_08_24-19_24_17,647.720126932,25288,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,2983636,176436,176436,12168,2380,2380,STRICT,RIGHT,-0.33616946287250282,-0.32201056501511993,0.51458109301505117,3.9473573093269398,df5de748d05ab812,0,0,0.061961518943698515,0.21638602628820067,0.83864756222810721,df5de748d05ab812,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,58.41250065096392,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE028,rosbag2_2026_08_24-19_24_17,661.310089263,25619,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,709408,68160,68160,33972,620,620,STRICT,RIGHT,-0.2080297265194001,-0.2080297265194001,1.310934367577036,3.9473573093269398,c5befcfebed2d72d,0,0,0.073581189610842465,0.2272420093642715,1.5,c5befcfebed2d72d,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,14.151808009999513,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE029,rosbag2_2026_08_24-19_24_17,695.780092773,26979,1,NO_VALID_P3_FOUND_IN_ORACLE_DOMAIN,NO_HARD_VALID_P3_IN_DECLARED_FINITE_DOMAIN,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,595926,8358,8358,4154,0,0,,,,,,,,,,,,,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,7.8257078980022925,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE030,rosbag2_2026_08_24-19_24_17,726.630091478,28188,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,731056,28320,28320,14160,226,226,STRICT,RIGHT,-0.36776710862384432,-0.36776710862384432,1.310934367577036,7.3975462023963852,b8731f9e01f2fd83,0,0,0.14378700545310505,0.11108428282356961,1.5,b8731f9e01f2fd83,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,10.720824661992083,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE031,rosbag2_2026_08_25-09_59_22,132.720148774,5406,1,NO_VALID_P3_FOUND_IN_ORACLE_DOMAIN,NO_HARD_VALID_P3_IN_DECLARED_FINITE_DOMAIN,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,417510,4290,4290,1080,0,0,,,,,,,,,,,,,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,5.953159894976125,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE032,rosbag2_2026_08_25-09_59_22,568.740102908,21309,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,270270,270270,270270,135135,20,20,STRICT,RIGHT,-0.58490603927861806,-0.68000000000000005,1.310934367577036,3.9473573093269398,5fbbe21558be88dd,0,0,0.10465748532369619,0.0038197364877983939,0.0057296047316975907,5fbbe21558be88dd,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,27.86341879999236,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE033,rosbag2_2026_08_25-09_59_22,953.570137629,36536,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,107720,47520,47520,23760,2256,2256,STRICT,RIGHT,-0.56000000000000005,-0.28000000000000003,0.71366941165554731,0.49716841625749453,0ecd59bf2f1f6d3b,0,0,0.21909321115492633,0.029333150419846004,0.075549644030799779,0ecd59bf2f1f6d3b,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,3.5235866109942435,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE034,rosbag2_2026_08_25-09_59_22,955.870054361,36628,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,117352,47520,47520,23760,2696,2696,STRICT,RIGHT,-0.48970449963698809,-0.51000000000000001,0.71366941165554731,0.49716841625749453,123d461b443f8dd8,0,0,0.20728025139620868,0.014767432228318592,0.022151148342477889,123d461b443f8dd8,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,3.5282651640081895,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE035,rosbag2_2026_08_25-09_59_22,960.620125831,36818,1,ORACLE_VALID_P3_EXISTS,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,129180,50920,50920,25460,264,264,STRICT,RIGHT,-0.59999999999999998,-0.64000000000000001,0.51458109301505117,0.49716841625749453,be69f4a6531b0eff,0,0,0.14270419909257873,0.017043305497013272,0.1457968753816386,be69f4a6531b0eff,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,3.996792698999343,False,UNCHANGED,False
VALIDATION_SEEN_AFTER_V1,VUE036,rosbag2_2026_08_25-09_59_22,1019.570122912,39112,1,NO_VALID_P3_FOUND_IN_ORACLE_DOMAIN,ORACLE_V2_HARD_VALID_P3_EXISTS,ORACLE_V2_USABLE_VALID_P3_EXISTS,153524,75264,75264,37632,52,52,STRICT,RIGHT,-0.70000000000000007,-0.72999999999999998,0.51458109301505117,0.49716841625749453,ba6514964316af56,0,0,0.56083750916592989,-0.14425364984776529,-0.21638047477164793,ba6514964316af56,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,4.9497176650038455,True,ORACLE_REFINEMENT_MISS,False
VALIDATION_SEEN_AFTER_V1,VUE037,rosbag2_2026_08_25-09_59_22,1023.390284773,39250,1,NO_VALID_P3_FOUND_IN_ORACLE_DOMAIN,NO_HARD_VALID_P3_IN_DECLARED_FINITE_DOMAIN,NO_USABLE_VALID_P3_IN_DECLARED_FINITE_DOMAIN,1250914,324674,324674,81156,0,0,,,,,,,,,,,,,,PASS_IDS_AND_CANDIDATE_DIGEST_SET,True,True,47.849550892024126,False,UNCHANGED,False
