event_id,phase,gate,side,d_target,d_mid,entry_scale,exit_scale,index,s_m,d_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
V2E08,DIAGNOSIS,STRICT,RIGHT,-0.15000000000000002,-0.099999999999999242,0.51458109301505117,7.3975462023963852,0,14.797220405260116,-0.047458203454481832,1.0719289005028882,0.14430887715630186,-0.51646224390499573,1.0157134094291289,1.320281025107167,3.5463689713454234
V2E08,DIAGNOSIS,STRICT,RIGHT,-0.15000000000000002,-0.099999999999999242,0.51458109301505117,7.3975462023963852,1,15.048069632516462,-0.12209079805217934,1.3142640145483382,0.045470364965614546,-0.27632817791945274,0.77145655281364212,1.8972153981440778,3.6799885637161518
V2E08,DIAGNOSIS,STRICT,RIGHT,-0.15000000000000002,-0.099999999999999242,0.51458109301505117,7.3975462023963852,2,15.29891885977281,-0.14828669499047886,1.5613423332648759,-0.0051642501876328351,-0.12444840423412483,0.43597727668852437,2.3357462509125355,3.6989046165042705
V2E08,DIAGNOSIS,STRICT,RIGHT,-0.15000000000000002,-0.099999999999999242,0.51458109301505117,7.3975462023963852,3,15.549768087029154,-0.14218140290468784,1.8115837732936453,-0.023652925069453656,-0.056458730325238744,0.18704600307899275,2.7040700490832172,0.33943697165745879
V2E08,DIAGNOSIS,STRICT,RIGHT,-0.15000000000000002,-0.099999999999999242,0.51458109301505117,7.3975462023963852,4,15.800617314285502,-0.13216339368702693,2.0622083694638014,-0.038247688456986659,-0.051065963363855646,0.054075564748283976,2.7354022708345522,0
V2E08,DIAGNOSIS,STRICT,RIGHT,-0.15000000000000002,-0.099999999999999242,0.51458109301505117,7.3975462023963852,5,16.051466541541846,-0.11873974022765285,2.3131664662327975,-0.049453176103054067,-0.038497753692366105,0.046407308090248595,2.7354022708345522,3.6921648507470586
V2E08,DIAGNOSIS,STRICT,RIGHT,-0.15000000000000002,-0.099999999999999242,0.51458109301505117,7.3975462023963852,6,16.302315768798191,-0.10238885979923638,2.5644112141837243,-0.057745505870086006,-0.027789996028374626,0.039204550112377334,3.0559302781614281,3.6896221135238765
V2E08,DIAGNOSIS,STRICT,RIGHT,-0.15000000000000002,-0.099999999999999242,0.51458109301505117,7.3975462023963852,7,16.553164996054537,-0.08356119525010143,2.8158985033188846,-0.06357295564924946,-0.018828047477498534,0.032461423562915315,3.3458921301621101,3.6872470299953752
V2E08,DIAGNOSIS,STRICT,RIGHT,-0.15000000000000002,-0.099999999999999242,0.51458109301505117,7.3975462023963852,8,16.804014223310883,-0.062679896197362459,3.067586896353379,-0.067356641279577495,-0.01149978344286234,0.026166814937129707,3.6126553154677934,3.6851552658171562
V2E08,DIAGNOSIS,STRICT,RIGHT,-0.15000000000000002,-0.099999999999999242,0.51458109301505117,7.3975462023963852,9,17.054863450567229,-0.040141500220062895,3.3194375620086922,-0.069491194467097894,-0.0056962609594523933,0.020306373728832851,3.8610313013590889,3.6834239236606936
V2E08,DIAGNOSIS,STRICT,RIGHT,-0.15000000000000002,-0.099999999999999242,0.51458109301505117,7.3975462023963852,10,17.305712677823575,-0.0163166140523128,3.571414208306277,-0.070345440703962175,-0.0013120968984007021,0.014864017440072453,4.0943677157494802,3.6604985946922644
V2E08,DIAGNOSIS,STRICT,RIGHT,-0.15000000000000002,-0.099999999999999242,0.51458109301505117,7.3975462023963852,11,17.556561905079921,0.0084494052235727923,3.8234830158611399,-0.070263077187574796,0.0017543632423478656,0.0098230200750599218,4.3138430803547632,3.6093799375577897
V2E08,DIAGNOSIS,STRICT,RIGHT,-0.15000000000000002,-0.099999999999999242,0.51458109301505117,7.3975462023963852,12,17.807411132336266,0.033835768983936115,4.0756125711754221,-0.06956335073972239,0.0036010245349465684,0.0051667658688795389,4.5198796276334319,3.5617693947436777
V2E08,DIAGNOSIS,STRICT,RIGHT,-0.15000000000000002,-0.099999999999999242,0.51458109301505117,7.3975462023963852,13,18.058260359592612,0.059545575870638301,4.327773799931987,-0.068541735725701602,0.0043221210452230535,0.00087924012330045165,4.7144041919078106,3.5171910827292661
V2E08,DIAGNOSIS,STRICT,RIGHT,-0.15000000000000002,-0.099999999999999242,0.51458109301505117,7.3975462023963852,14,18.309109586848958,0.085305130597921663,4.5799399002880037,-0.067470611973449376,0.00400835554835302,-0.0030546820327367582,4.8989239232927533,-1.4932751337567023
V2E08,DIAGNOSIS,STRICT,RIGHT,-0.15000000000000002,-0.099999999999999242,0.51458109301505117,7.3975462023963852,15,18.559958814105304,0.11086326275927144,4.8320862761685346,-0.066599942692671568,0.0027232228417413645,-0.0063241451392502561,4.8214524046630078,-1.9900410014324883
