dataset_role,event_id,budget_b,reserve_policy,strict_side_count,lateral_operator_candidates_generated,lateral_proposals_retained,transition_proposals,pair_proposals,pair_proxy_evaluations,reserve_pair_count,p3_reconstructions,raw_harness_validator_executions,logical_exact_validator_calls,selected_unique_path_digests,teacher_top12_unique_candidate_count,teacher_top12_recalled_count,teacher_top12_recall,teacher_final_selected_candidate_defined,teacher_final_selected_candidate_in_pair_pool,teacher_final_selected_candidate_present,teacher_hard_recovered,teacher_usable_recovered,bounded_hard_recovered,bounded_usable_recovered,additional_hard_failure_vs_teacher,additional_usable_failure_vs_teacher,hard_recovery_not_selected_by_teacher,usable_recovery_not_selected_by_teacher,best_hard_side,best_hard_d_target,best_hard_d_mid,best_hard_entry_scale,best_hard_exit_scale,best_hard_path_digest,best_usable_path_digest,geometry_context_preparation_ms,bounded_proposal_and_ranking_ms,exact_harness_wall_ms_including_process_start,offline_core_wall_proxy_ms,pair_pool_lateral_families,selected_lateral_families,selected_transition_families
PILOT_SEEN_DEVELOPMENT_DATA,V2E04,48,NO_RESERVES_DIAGONAL,1,32,28,5,48,48,0,12,12,10,10,10,0,0.0,False,,,False,False,False,False,False,False,False,False,,,,,,,,6.161897996207699,130.81070499902125,30.609704001108184,167.58230699633714,COMPONENT|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,COMPONENT|PRODUCTION|PRODUCTION_OFFSET,LONG_ENTRY_LONG_EXIT|MEDIUM_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E04,64,NO_RESERVES_DIAGONAL,1,32,32,5,64,64,0,12,12,10,10,10,0,0.0,False,,,False,False,False,False,False,False,False,False,,,,,,,,6.161897996207699,181.3137010030914,30.553425996913575,218.02902499621268,COMPONENT|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,LONG_ENTRY_LONG_EXIT|LONG_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E04,96,NO_RESERVES_DIAGONAL,1,32,32,5,96,96,0,12,12,10,10,10,0,0.0,False,,,False,False,False,False,False,False,False,False,,,,,,,,6.161897996207699,296.7736170103308,28.434884996386245,331.3704000029247,COMPONENT|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,PRODUCTION|PRODUCTION_OFFSET,LONG_ENTRY_LONG_EXIT|LONG_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E04,128,NO_RESERVES_DIAGONAL,1,32,32,5,128,128,0,12,12,10,10,10,0,0.0,False,,,False,False,False,False,False,False,False,False,,,,,,,,6.161897996207699,430.3866120026214,26.967746001901105,463.5162560007302,COMPONENT|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,COMPONENT|PRODUCTION|PRODUCTION_OFFSET,LONG_ENTRY_LONG_EXIT|LONG_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,24,NO_RESERVES_DIAGONAL,2,32,16,2,24,24,0,12,10,8,8,11,0,0.0,False,,,False,False,False,False,False,False,False,False,,,,,,,,8.618396008387208,12.84044299973175,11.411907005822286,32.87074601394124,COMPONENT|PRODUCTION,COMPONENT|PRODUCTION,SHORT_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,32,NO_RESERVES_DIAGONAL,2,32,20,2,32,32,0,12,12,10,10,11,0,0.0,False,,,False,False,False,False,False,False,False,False,,,,,,,,8.618396008387208,18.960561996209435,12.695836994680576,40.27479499927722,COMPONENT|PRODUCTION|PRODUCTION_OFFSET,COMPONENT|PRODUCTION|PRODUCTION_OFFSET,LONG_ENTRY_SHORT_EXIT|SHORT_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,48,NO_RESERVES_DIAGONAL,2,32,28,2,48,48,0,12,12,10,10,11,0,0.0,False,,,False,False,False,False,False,False,False,False,,,,,,,,8.618396008387208,36.6956320067402,12.28987000649795,57.603898021625355,COMPONENT|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,COMPONENT|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,LONG_ENTRY_SHORT_EXIT|SHORT_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,64,NO_RESERVES_DIAGONAL,2,32,32,2,62,62,0,12,12,10,10,11,0,0.0,False,,,False,False,False,False,False,False,False,False,,,,,,,,8.618396008387208,52.8400619950844,11.8770900007803,73.3355480042519,COMPONENT|CORRIDOR|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,COMPONENT|CORRIDOR,LONG_ENTRY_SHORT_EXIT|SHORT_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,96,NO_RESERVES_DIAGONAL,2,32,32,2,62,62,0,12,12,10,10,11,0,0.0,False,,,False,False,False,False,False,False,False,False,,,,,,,,8.618396008387208,52.452940988587216,12.08043799852021,73.15177499549463,COMPONENT|CORRIDOR|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,COMPONENT|CORRIDOR,LONG_ENTRY_SHORT_EXIT|SHORT_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E05,128,NO_RESERVES_DIAGONAL,2,32,32,2,62,62,0,12,12,10,10,11,0,0.0,False,,,False,False,False,False,False,False,False,False,,,,,,,,8.618396008387208,53.028037000331096,12.822079006582499,74.4685120153008,COMPONENT|CORRIDOR|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,COMPONENT|CORRIDOR,LONG_ENTRY_SHORT_EXIT|SHORT_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,24,NO_RESERVES_DIAGONAL,2,64,16,7,24,24,0,12,12,10,10,12,1,0.08333333333333333,False,,,False,False,False,False,False,False,False,False,,,,,,,,8.480146992951632,85.92322500771843,49.02333400968928,143.42670601035934,PRODUCTION,PRODUCTION,LONG_ENTRY_LONG_EXIT|LONG_ENTRY_MEDIUM_EXIT|SHORT_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,32,NO_RESERVES_DIAGONAL,2,64,20,7,32,32,0,12,12,10,10,12,1,0.08333333333333333,False,,,False,False,False,False,False,False,False,False,,,,,,,,8.480146992951632,98.68794700014405,48.41822299931664,155.58631699241232,COMPONENT|PRODUCTION,PRODUCTION,LONG_ENTRY_LONG_EXIT|LONG_ENTRY_MEDIUM_EXIT|SHORT_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,48,NO_RESERVES_DIAGONAL,2,64,28,7,48,48,0,12,12,10,10,12,1,0.08333333333333333,False,,,False,False,False,False,False,False,False,False,,,,,,,,8.480146992951632,147.5519770028768,50.66542599524837,206.6975499910768,COMPONENT|PRODUCTION,COMPONENT|PRODUCTION,LONG_ENTRY_LONG_EXIT|LONG_ENTRY_MEDIUM_EXIT|SHORT_ENTRY_LONG_EXIT|SHORT_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,64,NO_RESERVES_DIAGONAL,2,64,36,7,64,64,0,12,12,10,10,12,1,0.08333333333333333,False,,,False,False,False,False,False,False,False,False,,,,,,,,8.480146992951632,182.27541899250355,47.27671500586439,238.03228099131957,COMPONENT|PRODUCTION|PRODUCTION_OFFSET,COMPONENT|PRODUCTION,LONG_ENTRY_LONG_EXIT|LONG_ENTRY_MEDIUM_EXIT|SHORT_ENTRY_LONG_EXIT|SHORT_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,96,NO_RESERVES_DIAGONAL,2,64,48,7,96,96,0,12,12,12,12,12,2,0.16666666666666666,False,,,False,False,False,False,False,False,False,False,,,,,,,,8.480146992951632,289.69860800134484,46.42487700039055,344.603631994687,COMPONENT|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,COMPONENT|PRODUCTION|PRODUCTION_OFFSET,LONG_ENTRY_LONG_EXIT|LONG_ENTRY_MEDIUM_EXIT|MEDIUM_ENTRY_SHORT_EXIT|SHORT_ENTRY_LONG_EXIT|SHORT_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E06,128,NO_RESERVES_DIAGONAL,2,64,64,7,128,128,0,12,12,12,12,12,2,0.16666666666666666,False,,,False,False,False,False,False,False,False,False,,,,,,,,8.480146992951632,381.56743899162393,50.393632001942024,440.4412179865176,COMPONENT|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,COMPONENT|PRODUCTION|PRODUCTION_OFFSET,LONG_ENTRY_LONG_EXIT|LONG_ENTRY_MEDIUM_EXIT|MEDIUM_ENTRY_SHORT_EXIT|SHORT_ENTRY_LONG_EXIT|SHORT_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E07,24,NO_RESERVES_DIAGONAL,1,23,16,2,24,24,0,12,12,10,10,10,0,0.0,False,,,False,False,False,False,False,False,False,False,,,,,,,,5.69837998773437,23.289050004677847,18.608600992592983,47.5960309850052,COMPONENT|PRODUCTION|PRODUCTION_OFFSET,COMPONENT|PRODUCTION|PRODUCTION_OFFSET,LONG_ENTRY_SHORT_EXIT|SHORT_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E07,32,NO_RESERVES_DIAGONAL,1,23,20,2,32,32,0,12,12,10,10,10,0,0.0,False,,,False,False,False,False,False,False,False,False,,,,,,,,5.69837998773437,34.01493199635297,19.164276993251406,58.877588977338746,COMPONENT|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,COMPONENT|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,SHORT_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E07,48,NO_RESERVES_DIAGONAL,1,23,23,2,44,44,0,12,12,10,10,10,0,0.0,False,,,False,False,False,False,False,False,False,False,,,,,,,,5.69837998773437,50.513462992967106,16.064807990915142,72.27665097161662,COMPONENT|CORRIDOR|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,COMPONENT|CORRIDOR|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,SHORT_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E07,64,NO_RESERVES_DIAGONAL,1,23,23,2,44,44,0,12,12,10,10,10,0,0.0,False,,,False,False,False,False,False,False,False,False,,,,,,,,5.69837998773437,51.83658399619162,15.833551995456219,73.36851597938221,COMPONENT|CORRIDOR|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,COMPONENT|CORRIDOR|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,SHORT_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E07,96,NO_RESERVES_DIAGONAL,1,23,23,2,44,44,0,12,12,10,10,10,0,0.0,False,,,False,False,False,False,False,False,False,False,,,,,,,,5.69837998773437,50.6591320008738,15.747836005175486,72.10534799378365,COMPONENT|CORRIDOR|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,COMPONENT|CORRIDOR|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,SHORT_ENTRY_SHORT_EXIT
PILOT_SEEN_DEVELOPMENT_DATA,V2E07,128,NO_RESERVES_DIAGONAL,1,23,23,2,44,44,0,12,12,10,10,10,0,0.0,False,,,False,False,False,False,False,False,False,False,,,,,,,,5.69837998773437,50.603516996488906,16.07199000136461,72.37388698558789,COMPONENT|CORRIDOR|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,COMPONENT|CORRIDOR|CORRIDOR_INTERPOLATION|PRODUCTION|PRODUCTION_OFFSET,SHORT_ENTRY_SHORT_EXIT
