control_event_id,selector,budget_k,dataset_role,production_digest_parity,production_hard_valid_count,production_hard_valid_side_availability,production_selected_side,production_selected_minimum_normalized_safety_slack,production_selected_footprint_track_margin_m,production_selected_obstacle_margin_m,proposed_selected_exact_tuple_count,proposed_construction_guard_reject_count,proposed_duplicate_path_count,proposed_deduplicated_validator_calls,proposed_hard_valid_count,proposed_generates_hard_valid,proposed_hard_valid_side_availability,production_selected_side_available_in_proposed,proposed_best_minimum_normalized_safety_slack,proposed_minus_production_normalized_safety_slack,proposed_best_footprint_track_margin_m,proposed_minus_production_footprint_margin_m,proposed_best_obstacle_margin_m,proposed_minus_production_obstacle_margin_m,offline_audit_harness_wall_runtime_s,deployment_fallback_behavior,deployment_additional_validator_calls_on_success,deployment_selected_path_changed
SCE003,H3_FIXED_BOUNDED,4,PILOT_SEEN_DEVELOPMENT_DATA_SUCCESS_CONTROL_AUXILIARY,True,7,LEFT|RIGHT,RIGHT,0.01613603753823571,0.013631181326625143,0.055172760048693315,4,0,0,4,1,True,LEFT,False,0.058580386860803281,0.042444349322567576,0.48553013162248587,0.4718989502958607,0.087870580291204925,0.03269782024251161,0.0069694739977421705,PRODUCTION_FIRST_SKIP_PROPOSED_STAGE_WHEN_PRODUCTION_HARD_VALID,0,False
SCE003,H3_FIXED_BOUNDED,8,PILOT_SEEN_DEVELOPMENT_DATA_SUCCESS_CONTROL_AUXILIARY,True,7,LEFT|RIGHT,RIGHT,0.01613603753823571,0.013631181326625143,0.055172760048693315,8,0,0,8,3,True,LEFT,False,0.058580452999187869,0.042444415460952165,0.48553013162248587,0.4718989502958607,0.087870679498781801,0.032697919450088486,0.008137118999002269,PRODUCTION_FIRST_SKIP_PROPOSED_STAGE_WHEN_PRODUCTION_HARD_VALID,0,False
SCE003,H3_FIXED_BOUNDED,12,PILOT_SEEN_DEVELOPMENT_DATA_SUCCESS_CONTROL_AUXILIARY,True,7,LEFT|RIGHT,RIGHT,0.01613603753823571,0.013631181326625143,0.055172760048693315,12,0,0,12,7,True,LEFT|RIGHT,True,0.036719268905676561,0.020583231367440852,0.030813488486040409,0.017182307159415267,0.055078903358514841,-9.38566901784732e-05,0.01543484500143677,PRODUCTION_FIRST_SKIP_PROPOSED_STAGE_WHEN_PRODUCTION_HARD_VALID,0,False
SCE003,H3_FIXED_BOUNDED,16,PILOT_SEEN_DEVELOPMENT_DATA_SUCCESS_CONTROL_AUXILIARY,True,7,LEFT|RIGHT,RIGHT,0.01613603753823571,0.013631181326625143,0.055172760048693315,16,0,0,16,11,True,LEFT|RIGHT,True,0.01628285552321836,0.00014681798498265147,0.013851882803833794,0.0002207014772086513,0.055075733113656544,-9.702693503677029e-05,0.02291028099716641,PRODUCTION_FIRST_SKIP_PROPOSED_STAGE_WHEN_PRODUCTION_HARD_VALID,0,False
SCE003,H3_FIXED_BOUNDED,24,PILOT_SEEN_DEVELOPMENT_DATA_SUCCESS_CONTROL_AUXILIARY,True,7,LEFT|RIGHT,RIGHT,0.01613603753823571,0.013631181326625143,0.055172760048693315,24,0,0,24,17,True,LEFT|RIGHT,True,0.01628285552321836,0.00014681798498265147,0.013851882803833794,0.0002207014772086513,0.055075733113656544,-9.702693503677029e-05,0.02258692499890458,PRODUCTION_FIRST_SKIP_PROPOSED_STAGE_WHEN_PRODUCTION_HARD_VALID,0,False
SCE003,H4A_GEOMETRY_TRANSITION,4,PILOT_SEEN_DEVELOPMENT_DATA_SUCCESS_CONTROL_AUXILIARY,True,7,LEFT|RIGHT,RIGHT,0.01613603753823571,0.013631181326625143,0.055172760048693315,4,0,0,4,2,True,LEFT,False,0.05858056851987934,0.042444530981643636,0.42111107835979728,0.4074798970331721,0.087870852779819014,0.0326980927311257,0.006657283000095049,PRODUCTION_FIRST_SKIP_PROPOSED_STAGE_WHEN_PRODUCTION_HARD_VALID,0,False
SCE003,H4A_GEOMETRY_TRANSITION,8,PILOT_SEEN_DEVELOPMENT_DATA_SUCCESS_CONTROL_AUXILIARY,True,7,LEFT|RIGHT,RIGHT,0.01613603753823571,0.013631181326625143,0.055172760048693315,8,0,0,8,3,True,LEFT,False,0.05858056851987934,0.042444530981643636,0.42111107835979728,0.4074798970331721,0.087870852779819014,0.0326980927311257,0.014811119999649236,PRODUCTION_FIRST_SKIP_PROPOSED_STAGE_WHEN_PRODUCTION_HARD_VALID,0,False
SCE003,H4A_GEOMETRY_TRANSITION,12,PILOT_SEEN_DEVELOPMENT_DATA_SUCCESS_CONTROL_AUXILIARY,True,7,LEFT|RIGHT,RIGHT,0.01613603753823571,0.013631181326625143,0.055172760048693315,12,0,0,12,6,True,LEFT|RIGHT,True,0.01628285552321836,0.00014681798498265147,0.013851882803833794,0.0002207014772086513,0.055075733113656544,-9.702693503677029e-05,0.01447268899937626,PRODUCTION_FIRST_SKIP_PROPOSED_STAGE_WHEN_PRODUCTION_HARD_VALID,0,False
SCE003,H4A_GEOMETRY_TRANSITION,16,PILOT_SEEN_DEVELOPMENT_DATA_SUCCESS_CONTROL_AUXILIARY,True,7,LEFT|RIGHT,RIGHT,0.01613603753823571,0.013631181326625143,0.055172760048693315,16,0,0,16,10,True,LEFT|RIGHT,True,0.01628285552321836,0.00014681798498265147,0.013851882803833794,0.0002207014772086513,0.055075733113656544,-9.702693503677029e-05,0.023329815001488896,PRODUCTION_FIRST_SKIP_PROPOSED_STAGE_WHEN_PRODUCTION_HARD_VALID,0,False
SCE003,H4A_GEOMETRY_TRANSITION,24,PILOT_SEEN_DEVELOPMENT_DATA_SUCCESS_CONTROL_AUXILIARY,True,7,LEFT|RIGHT,RIGHT,0.01613603753823571,0.013631181326625143,0.055172760048693315,24,0,0,24,14,True,LEFT|RIGHT,True,0.0096910947681554029,-0.0064449427700803055,0.005068664240744182,-0.00856251708588096,0.027214056832940536,-0.027958703215752778,0.029280468999786535,PRODUCTION_FIRST_SKIP_PROPOSED_STAGE_WHEN_PRODUCTION_HARD_VALID,0,False
