dataset_role,event_id,strict_side_context_count,lateral_factor_evaluations,pair_priority_evaluations_per_hypothesis,transition_factor_count,geometry_json
DEVELOPMENT,DVE025,1,589,3527,6,"[{""bottleneck_center"": 0.6685825892358829, ""bottleneck_station"": 0.6574464654318568, ""bottleneck_width"": 0.8578348215282345, ""component_count"": 1, ""components"": [[0.2396651784717656, 1.0975000000000001]], ""domain_lower"": 0.2396651784717656, ""domain_upper"": 1.0975000000000001, ""lateral_factor_count"": 589, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
DEVELOPMENT,DVE026,2,1400,2798,2,"[{""bottleneck_center"": -0.6015841068958323, ""bottleneck_station"": 0.23152007911644934, ""bottleneck_width"": 0.09183178620833543, ""component_count"": 1, ""components"": [[-0.6475, -0.5556682137916645]], ""domain_lower"": -0.6475, ""domain_upper"": -0.5556682137916645, ""lateral_factor_count"": 564, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.6415244134866308, ""bottleneck_station"": 0.23152007911644934, ""bottleneck_width"": 0.6619511730267387, ""component_count"": 1, ""components"": [[0.31054882697326147, 0.9600000000000002]], ""domain_lower"": 0.31054882697326147, ""domain_upper"": 0.9725000000000001, ""lateral_factor_count"": 836, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
DEVELOPMENT,DVE027,2,1403,8410,6,"[{""bottleneck_center"": -0.6489643059540959, ""bottleneck_station"": 2.0159372079231925, ""bottleneck_width"": 0.24707138809180806, ""component_count"": 1, ""components"": [[-0.7725, -0.5254286119081919]], ""domain_lower"": -0.7725, ""domain_upper"": -0.5254286119081919, ""lateral_factor_count"": 587, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.7632090833024983, ""bottleneck_station"": 2.0159372079231925, ""bottleneck_width"": 1.4685818333950036, ""component_count"": 1, ""components"": [[0.15, 1.4975]], ""domain_lower"": 0.15, ""domain_upper"": 1.4975, ""lateral_factor_count"": 816, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
DEVELOPMENT,DVE028,2,1012,2022,2,"[{""bottleneck_center"": -0.4218905896507448, ""bottleneck_station"": 0.2364445752778721, ""bottleneck_width"": 0.4512188206985104, ""component_count"": 1, ""components"": [[-0.6475, -0.19628117930148958]], ""domain_lower"": -0.6475, ""domain_upper"": -0.19628117930148958, ""lateral_factor_count"": 425, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.6474452442057204, ""bottleneck_station"": 0.2364445752778721, ""bottleneck_width"": 0.5001095115885594, ""component_count"": 1, ""components"": [[0.39739048841144065, 0.8975000000000001]], ""domain_lower"": 0.39739048841144065, ""domain_upper"": 0.8975000000000002, ""lateral_factor_count"": 587, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
DEVELOPMENT,DVE029,2,1221,35379,29,"[{""bottleneck_center"": -0.49597926543544635, ""bottleneck_station"": 0.23576835371064675, ""bottleneck_width"": 0.17804146912910723, ""component_count"": 1, ""components"": [[-0.585, -0.40695853087089273]], ""domain_lower"": -0.585, ""domain_upper"": -0.40695853087089273, ""lateral_factor_count"": 769, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.4651629632544691, ""bottleneck_station"": 0.23576835371064675, ""bottleneck_width"": 0.7646740734910619, ""component_count"": 1, ""components"": [[0.15, 0.8475]], ""domain_lower"": 0.15, ""domain_upper"": 0.8475000000000001, ""lateral_factor_count"": 452, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
DEVELOPMENT,DVE030,1,1086,2170,2,"[{""bottleneck_center"": 0.6291435979410336, ""bottleneck_station"": 0.21787376153619487, ""bottleneck_width"": 0.711712804117933, ""component_count"": 1, ""components"": [[0.27328719588206707, 0.9600000000000002]], ""domain_lower"": 0.27328719588206707, ""domain_upper"": 0.9725000000000001, ""lateral_factor_count"": 1086, ""next_obstacle_start"": 4.400465720820105, ""side"": ""LEFT""}]"
DEVELOPMENT,DVE031,2,1230,9831,8,"[{""bottleneck_center"": -0.7613495904698917, ""bottleneck_station"": 0.16836816198367544, ""bottleneck_width"": 0.747300819060217, ""component_count"": 1, ""components"": [[-1.1350000000000002, -0.3876991809397833]], ""domain_lower"": -1.1350000000000002, ""domain_upper"": -0.3876991809397833, ""lateral_factor_count"": 778, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.43535887050562383, ""bottleneck_station"": 0.16836816198367544, ""bottleneck_width"": 0.6742822589887523, ""component_count"": 1, ""components"": [[0.15, 0.7725]], ""domain_lower"": 0.15, ""domain_upper"": 0.7725, ""lateral_factor_count"": 452, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
DEVELOPMENT,DVE032,1,1138,2274,2,"[{""bottleneck_center"": 0.7274868661172376, ""bottleneck_station"": 0.25220363101625765, ""bottleneck_width"": 0.49002626776552516, ""component_count"": 1, ""components"": [[0.482473732234475, 0.9600000000000002]], ""domain_lower"": 0.482473732234475, ""domain_upper"": 0.9600000000000002, ""lateral_factor_count"": 1138, ""next_obstacle_start"": 3.0623988672650073, ""side"": ""LEFT""}]"
DEVELOPMENT,DVE033,2,1366,2730,2,"[{""bottleneck_center"": -0.5221352493400191, ""bottleneck_station"": 0.25967985323998644, ""bottleneck_width"": 0.2507295013199617, ""component_count"": 1, ""components"": [[-0.6475, -0.3967704986800383]], ""domain_lower"": -0.6475, ""domain_upper"": -0.3967704986800383, ""lateral_factor_count"": 564, ""next_obstacle_start"": 3.048918574996412, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.7240960929526561, ""bottleneck_station"": 0.25967985323998644, ""bottleneck_width"": 0.49680781409468805, ""component_count"": 1, ""components"": [[0.4756921859053121, 0.9600000000000002]], ""domain_lower"": 0.4756921859053121, ""domain_upper"": 0.9725000000000001, ""lateral_factor_count"": 802, ""next_obstacle_start"": 3.048918574996412, ""side"": ""LEFT""}]"
DEVELOPMENT,DVE034,1,1129,5639,5,"[{""bottleneck_center"": -0.6660976504419942, ""bottleneck_station"": 0.7638442882648739, ""bottleneck_width"": 0.08780469911601152, ""component_count"": 1, ""components"": [[-0.71, -0.6221953008839884]], ""domain_lower"": -0.71, ""domain_upper"": -0.6221953008839884, ""lateral_factor_count"": 1129, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}]"
DEVELOPMENT,DVE035,1,750,5992,8,"[{""bottleneck_center"": 0.5833053471016962, ""bottleneck_station"": 0.17895303720469968, ""bottleneck_width"": 0.4033893057966077, ""component_count"": 1, ""components"": [[0.38161069420339233, 0.785]], ""domain_lower"": 0.38161069420339233, ""domain_upper"": 0.7850000000000001, ""lateral_factor_count"": 750, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
DEVELOPMENT,DVE036,2,1198,7181,6,"[{""bottleneck_center"": -0.6147946277615269, ""bottleneck_station"": 0.2143866645982868, ""bottleneck_width"": 0.8404107444769464, ""component_count"": 1, ""components"": [[-1.0350000000000001, -0.19458925552305367]], ""domain_lower"": -1.0350000000000001, ""domain_upper"": -0.19458925552305367, ""lateral_factor_count"": 773, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.5605662102448544, ""bottleneck_station"": 0.2143866645982868, ""bottleneck_width"": 0.5738675795102912, ""component_count"": 1, ""components"": [[0.2736324204897088, 0.8475]], ""domain_lower"": 0.2736324204897088, ""domain_upper"": 0.8475000000000001, ""lateral_factor_count"": 425, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
DEVELOPMENT,DVE037,2,1724,3445,2,"[{""bottleneck_center"": -0.8133708677477163, ""bottleneck_station"": 1.1123253520399428, ""bottleneck_width"": 0.5932582645045676, ""component_count"": 1, ""components"": [[-0.9850000000000001, -0.5167417354954325]], ""domain_lower"": -1.11, ""domain_upper"": -0.5167417354954325, ""lateral_factor_count"": 717, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.5384624924908641, ""bottleneck_station"": 1.1123253520399428, ""bottleneck_width"": 0.5680750150182715, ""component_count"": 1, ""components"": [[0.2544249849817284, 0.8224999999999999]], ""domain_lower"": 0.2544249849817284, ""domain_upper"": 0.8225, ""lateral_factor_count"": 1007, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
DEVELOPMENT,DVE038,2,1248,2494,2,"[{""bottleneck_center"": -0.5984756969872189, ""bottleneck_station"": 0.5729047683254187, ""bottleneck_width"": 0.2480486060255621, ""component_count"": 1, ""components"": [[-0.6975, -0.4744513939744379]], ""domain_lower"": -0.7225000000000001, ""domain_upper"": -0.4744513939744379, ""lateral_factor_count"": 802, ""next_obstacle_start"": 4.216758615921314, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.4780828378347446, ""bottleneck_station"": 0.5729047683254187, ""bottleneck_width"": 0.5638343243305108, ""component_count"": 1, ""components"": [[0.19616567566948911, 0.76]], ""domain_lower"": 0.19616567566948911, ""domain_upper"": 0.76, ""lateral_factor_count"": 446, ""next_obstacle_start"": 4.216758615921314, ""side"": ""LEFT""}]"
DEVELOPMENT,DVE039,2,2648,31758,12,"[{""bottleneck_center"": -0.6296768991403512, ""bottleneck_station"": 5.684739836872916, ""bottleneck_width"": 0.3856462017192974, ""component_count"": 1, ""components"": [[-0.8224999999999999, -0.4368537982807025]], ""domain_lower"": -0.8225, ""domain_upper"": -0.4368537982807025, ""lateral_factor_count"": 1215, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.6182158104061957, ""bottleneck_station"": 5.684739836872916, ""bottleneck_width"": 0.6585683791876085, ""component_count"": 1, ""components"": [[0.28893162081239143, 0.9474999999999999]], ""domain_lower"": 0.28893162081239143, ""domain_upper"": 0.9475, ""lateral_factor_count"": 1433, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
DEVELOPMENT,DVE040,1,589,3527,6,"[{""bottleneck_center"": 0.6618284512843469, ""bottleneck_station"": 0.7475399610173348, ""bottleneck_width"": 0.8713430974313066, ""component_count"": 1, ""components"": [[0.2261569025686936, 1.0975000000000001]], ""domain_lower"": 0.2261569025686936, ""domain_upper"": 1.0975000000000001, ""lateral_factor_count"": 589, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE001,1,1378,12390,9,"[{""bottleneck_center"": 0.5941568834028181, ""bottleneck_station"": 0.3733646744910537, ""bottleneck_width"": 0.3816862331943638, ""component_count"": 1, ""components"": [[0.40331376680563624, 0.785]], ""domain_lower"": 0.40331376680563624, ""domain_upper"": 0.7850000000000001, ""lateral_factor_count"": 1378, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE002,2,1124,2246,2,"[{""bottleneck_center"": -0.7035771454849309, ""bottleneck_station"": 0.08214237029944016, ""bottleneck_width"": 0.012845709030138264, ""component_count"": 1, ""components"": [[-0.71, -0.6971542909698617]], ""domain_lower"": -0.71, ""domain_upper"": -0.6971542909698617, ""lateral_factor_count"": 537, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.6404241750519206, ""bottleneck_station"": 0.08214237029944016, ""bottleneck_width"": 0.2891516498961588, ""component_count"": 1, ""components"": [[0.4958483501038412, 0.785]], ""domain_lower"": 0.4958483501038412, ""domain_upper"": 0.7850000000000001, ""lateral_factor_count"": 587, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE003,1,750,5992,8,"[{""bottleneck_center"": 0.506608436986636, ""bottleneck_station"": 0.15797360546817174, ""bottleneck_width"": 0.556783126026728, ""component_count"": 1, ""components"": [[0.22821687397327206, 0.785]], ""domain_lower"": 0.22821687397327206, ""domain_upper"": 0.7850000000000001, ""lateral_factor_count"": 750, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE004,2,1177,7055,6,"[{""bottleneck_center"": -0.6629771656504508, ""bottleneck_station"": 0.1790868538184185, ""bottleneck_width"": 0.7440456686990986, ""component_count"": 1, ""components"": [[-1.0350000000000001, -0.2909543313009015]], ""domain_lower"": -1.0350000000000001, ""domain_upper"": -0.2909543313009015, ""lateral_factor_count"": 752, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.48375049648920726, ""bottleneck_station"": 0.1790868538184185, ""bottleneck_width"": 0.5774990070215854, ""component_count"": 1, ""components"": [[0.19500099297841456, 0.7725]], ""domain_lower"": 0.19500099297841456, ""domain_upper"": 0.7725, ""lateral_factor_count"": 425, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE005,2,1231,9839,8,"[{""bottleneck_center"": -0.7635313735695506, ""bottleneck_station"": 0.16915824500107757, ""bottleneck_width"": 0.7429372528608993, ""component_count"": 1, ""components"": [[-1.1350000000000002, -0.39206274713910094]], ""domain_lower"": -1.1350000000000002, ""domain_upper"": -0.39206274713910094, ""lateral_factor_count"": 779, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.43185384079307765, ""bottleneck_station"": 0.16915824500107757, ""bottleneck_width"": 0.6812923184138446, ""component_count"": 1, ""components"": [[0.15, 0.7725]], ""domain_lower"": 0.15, ""domain_upper"": 0.7725, ""lateral_factor_count"": 452, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE006,2,1414,11303,8,"[{""bottleneck_center"": -0.7688888918439821, ""bottleneck_station"": 0.16312665977396001, ""bottleneck_width"": 0.7322222163120362, ""component_count"": 1, ""components"": [[-1.1350000000000002, -0.4027777836879641]], ""domain_lower"": -1.1350000000000002, ""domain_upper"": -0.4027777836879641, ""lateral_factor_count"": 962, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.42845565575177225, ""bottleneck_station"": 0.16312665977396001, ""bottleneck_width"": 0.6880886884964554, ""component_count"": 1, ""components"": [[0.15, 0.7725]], ""domain_lower"": 0.15, ""domain_upper"": 0.7725, ""lateral_factor_count"": 452, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE007,2,1231,9839,8,"[{""bottleneck_center"": -0.7646882535802215, ""bottleneck_station"": 0.16478666741332315, ""bottleneck_width"": 0.7406234928395575, ""component_count"": 1, ""components"": [[-1.1350000000000002, -0.3943765071604427]], ""domain_lower"": -1.1350000000000002, ""domain_upper"": -0.3943765071604427, ""lateral_factor_count"": 779, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.4292146190158338, ""bottleneck_station"": 0.16478666741332315, ""bottleneck_width"": 0.6865707619683323, ""component_count"": 1, ""components"": [[0.15, 0.7725]], ""domain_lower"": 0.15, ""domain_upper"": 0.7725, ""lateral_factor_count"": 452, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE008,2,1177,7055,6,"[{""bottleneck_center"": -0.7039297590038782, ""bottleneck_station"": 0.16272570649667184, ""bottleneck_width"": 0.862140481992244, ""component_count"": 1, ""components"": [[-1.1350000000000002, -0.27285951800775615]], ""domain_lower"": -1.1350000000000002, ""domain_upper"": -0.27285951800775615, ""lateral_factor_count"": 752, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.49094745539264045, ""bottleneck_station"": 0.16272570649667184, ""bottleneck_width"": 0.563105089214719, ""component_count"": 1, ""components"": [[0.20939491078528094, 0.7725]], ""domain_lower"": 0.20939491078528094, ""domain_upper"": 0.7725, ""lateral_factor_count"": 425, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE009,2,1366,2730,2,"[{""bottleneck_center"": -0.49116010075230015, ""bottleneck_station"": 0.3456462192990273, ""bottleneck_width"": 0.3126797984953996, ""component_count"": 1, ""components"": [[-0.6475, -0.33482020150460035]], ""domain_lower"": -0.6475, ""domain_upper"": -0.33482020150460035, ""lateral_factor_count"": 564, ""next_obstacle_start"": 3.03818987045541, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.7262894615948773, ""bottleneck_station"": 0.3456462192990273, ""bottleneck_width"": 0.49242107681024566, ""component_count"": 1, ""components"": [[0.4800789231897545, 0.9600000000000002]], ""domain_lower"": 0.4800789231897545, ""domain_upper"": 0.9725000000000001, ""lateral_factor_count"": 802, ""next_obstacle_start"": 3.03818987045541, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE010,1,1097,2192,2,"[{""bottleneck_center"": 0.7303569589468748, ""bottleneck_station"": 0.25834190647014, ""bottleneck_width"": 0.4842860821062507, ""component_count"": 1, ""components"": [[0.48821391789374946, 0.9600000000000002]], ""domain_lower"": 0.48821391789374946, ""domain_upper"": 0.9600000000000002, ""lateral_factor_count"": 1097, ""next_obstacle_start"": 3.0749852097013326, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE011,2,1400,2798,2,"[{""bottleneck_center"": -0.6298495267677524, ""bottleneck_station"": 0.5180629441803992, ""bottleneck_width"": 0.06030094646449535, ""component_count"": 1, ""components"": [[-0.6475, -0.5996990535355047]], ""domain_lower"": -0.6600000000000001, ""domain_upper"": -0.5996990535355047, ""lateral_factor_count"": 564, ""next_obstacle_start"": 3.1469720450643544, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.5057946524640821, ""bottleneck_station"": 0.5180629441803992, ""bottleneck_width"": 0.9084106950718362, ""component_count"": 1, ""components"": [[0.15, 0.9600000000000002]], ""domain_lower"": 0.15, ""domain_upper"": 0.9600000000000002, ""lateral_factor_count"": 836, ""next_obstacle_start"": 3.1469720450643544, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE012,1,1179,2356,2,"[{""bottleneck_center"": 0.7229887429726154, ""bottleneck_station"": 0.24976726421204987, ""bottleneck_width"": 0.49902251405476944, ""component_count"": 1, ""components"": [[0.4734774859452307, 0.9600000000000002]], ""domain_lower"": 0.4734774859452307, ""domain_upper"": 0.9600000000000002, ""lateral_factor_count"": 1179, ""next_obstacle_start"": 3.0386009631762017, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE013,1,1292,10328,8,"[{""bottleneck_center"": 0.6099184014730421, ""bottleneck_station"": 0.21833539942642288, ""bottleneck_width"": 0.7251631970539162, ""component_count"": 1, ""components"": [[0.24733680294608396, 0.9725000000000001]], ""domain_lower"": 0.24733680294608396, ""domain_upper"": 0.9850000000000001, ""lateral_factor_count"": 1292, ""next_obstacle_start"": 2.9612179716075633, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE014,1,1227,2452,2,"[{""bottleneck_center"": 0.6364607467091425, ""bottleneck_station"": 0.21470280554228016, ""bottleneck_width"": 0.6720785065817151, ""component_count"": 1, ""components"": [[0.30042149341828506, 0.9600000000000002]], ""domain_lower"": 0.30042149341828506, ""domain_upper"": 0.9600000000000002, ""lateral_factor_count"": 1227, ""next_obstacle_start"": 1.93383321909934, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE015,2,1373,2744,2,"[{""bottleneck_center"": -0.6565076314679956, ""bottleneck_station"": 0.48009766894918027, ""bottleneck_width"": 0.006984737064008928, ""component_count"": 1, ""components"": [[-0.6600000000000001, -0.6530152629359911]], ""domain_lower"": -0.6600000000000001, ""domain_upper"": -0.6530152629359911, ""lateral_factor_count"": 537, ""next_obstacle_start"": 3.047987597173714, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.48780558543076, ""bottleneck_station"": 0.48009766894918027, ""bottleneck_width"": 0.9443888291384803, ""component_count"": 1, ""components"": [[0.15, 0.9600000000000002]], ""domain_lower"": 0.15, ""domain_upper"": 0.9600000000000002, ""lateral_factor_count"": 836, ""next_obstacle_start"": 3.047987597173714, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE016,1,1073,3216,3,"[{""bottleneck_center"": 0.5941505274070692, ""bottleneck_station"": 1.1610559503810807, ""bottleneck_width"": 1.131698945185862, ""component_count"": 1, ""components"": [[0.15, 1.1225]], ""domain_lower"": 0.15, ""domain_upper"": 1.1600000000000001, ""lateral_factor_count"": 1073, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE017,2,1077,2152,2,"[{""bottleneck_center"": -0.8291380325287637, ""bottleneck_station"": 0.1811823656214102, ""bottleneck_width"": 0.011723934942472702, ""component_count"": 1, ""components"": [[-0.8350000000000001, -0.8232760650575274]], ""domain_lower"": -0.8350000000000002, ""domain_upper"": -0.8232760650575274, ""lateral_factor_count"": 479, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.47220279265576753, ""bottleneck_station"": 0.1811823656214102, ""bottleneck_width"": 0.8005944146884648, ""component_count"": 1, ""components"": [[0.15, 0.8475]], ""domain_lower"": 0.15, ""domain_upper"": 0.8725, ""lateral_factor_count"": 598, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE018,2,1204,9623,8,"[{""bottleneck_center"": -0.4591376413091087, ""bottleneck_station"": 0.2370147870309438, ""bottleneck_width"": 0.2517247173817825, ""component_count"": 1, ""components"": [[-0.585, -0.3332752826182175]], ""domain_lower"": -0.585, ""domain_upper"": -0.3332752826182175, ""lateral_factor_count"": 752, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.4929594838149377, ""bottleneck_station"": 0.2370147870309438, ""bottleneck_width"": 0.7090810323701247, ""component_count"": 1, ""components"": [[0.15, 0.8475]], ""domain_lower"": 0.15, ""domain_upper"": 0.8475000000000001, ""lateral_factor_count"": 452, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE019,2,4471,71506,16,"[{""bottleneck_center"": -0.35121506402938774, ""bottleneck_station"": 1.7039455221640356, ""bottleneck_width"": 0.6925698719412245, ""component_count"": 1, ""components"": [[-0.6975, -0.15]], ""domain_lower"": -0.6975, ""domain_upper"": -0.15, ""lateral_factor_count"": 3008, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.644543302749232, ""bottleneck_station"": 1.7039455221640356, ""bottleneck_width"": 0.23091339450153614, ""component_count"": 1, ""components"": [[0.5290866054984639, 0.76]], ""domain_lower"": 0.5290866054984639, ""domain_upper"": 0.76, ""lateral_factor_count"": 1463, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE020,2,1033,2064,2,"[{""bottleneck_center"": -0.42149415651433514, ""bottleneck_station"": 0.21413633291593825, ""bottleneck_width"": 0.4770116869713298, ""component_count"": 1, ""components"": [[-0.66, -0.18298831302867022]], ""domain_lower"": -0.6600000000000001, ""domain_upper"": -0.18298831302867022, ""lateral_factor_count"": 446, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.6292726076861338, ""bottleneck_station"": 0.21413633291593825, ""bottleneck_width"": 0.4614547846277324, ""component_count"": 1, ""components"": [[0.3985452153722676, 0.86]], ""domain_lower"": 0.3985452153722676, ""domain_upper"": 0.8600000000000001, ""lateral_factor_count"": 587, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE021,2,4145,49719,12,"[{""bottleneck_center"": -0.7134135872952387, ""bottleneck_station"": 1.3280324875149727, ""bottleneck_width"": 0.11817282540952245, ""component_count"": 1, ""components"": [[-0.7725, -0.6543271745904775]], ""domain_lower"": -0.7725, ""domain_upper"": -0.6543271745904775, ""lateral_factor_count"": 1402, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.6106405422455469, ""bottleneck_station"": 1.3280324875149727, ""bottleneck_width"": 1.1737189155089067, ""component_count"": 1, ""components"": [[0.15, 1.0975000000000001]], ""domain_lower"": 0.15, ""domain_upper"": 1.1975000000000002, ""lateral_factor_count"": 2743, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE022,1,1522,7604,5,"[{""bottleneck_center"": -0.5995431542182669, ""bottleneck_station"": 2.0530550747662013, ""bottleneck_width"": 0.04591369156346614, ""component_count"": 1, ""components"": [[-0.6224999999999999, -0.5765863084365338]], ""domain_lower"": -0.6225, ""domain_upper"": -0.5765863084365338, ""lateral_factor_count"": 1522, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}]"
VALIDATION_SEEN_AFTER_V1,VUE023,2,1012,2022,2,"[{""bottleneck_center"": -0.5352969177855798, ""bottleneck_station"": 0.15378374427039265, ""bottleneck_width"": 0.3994061644288404, ""component_count"": 1, ""components"": [[-0.735, -0.33559383557115957]], ""domain_lower"": -0.7350000000000001, ""domain_upper"": -0.33559383557115957, ""lateral_factor_count"": 587, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.5730780414239256, ""bottleneck_station"": 0.15378374427039265, ""bottleneck_width"": 0.7488439171521486, ""component_count"": 1, ""components"": [[0.1986560828478513, 0.9474999999999999]], ""domain_lower"": 0.1986560828478513, ""domain_upper"": 0.9475, ""lateral_factor_count"": 425, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE024,2,1012,2022,2,"[{""bottleneck_center"": -0.5352969177855798, ""bottleneck_station"": 0.2195492879648775, ""bottleneck_width"": 0.3994061644288404, ""component_count"": 1, ""components"": [[-0.735, -0.33559383557115957]], ""domain_lower"": -0.7350000000000001, ""domain_upper"": -0.33559383557115957, ""lateral_factor_count"": 587, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.5730780414239256, ""bottleneck_station"": 0.2195492879648775, ""bottleneck_width"": 0.7488439171521486, ""component_count"": 1, ""components"": [[0.1986560828478513, 0.9474999999999999]], ""domain_lower"": 0.1986560828478513, ""domain_upper"": 0.9475, ""lateral_factor_count"": 425, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE025,2,3238,38836,12,"[{""bottleneck_center"": -0.6329788418805, ""bottleneck_station"": 0.5612582654496844, ""bottleneck_width"": 0.029042316238999888, ""component_count"": 1, ""components"": [[-0.6475, -0.6184576837610001]], ""domain_lower"": -0.6475, ""domain_upper"": -0.6184576837610001, ""lateral_factor_count"": 927, ""next_obstacle_start"": 3.060323372884912, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.5177163791329709, ""bottleneck_station"": 0.5612582654496844, ""bottleneck_width"": 0.9095672417340586, ""component_count"": 1, ""components"": [[0.15, 0.9600000000000002]], ""domain_lower"": 0.15, ""domain_upper"": 0.9725000000000001, ""lateral_factor_count"": 2311, ""next_obstacle_start"": 3.060323372884912, ""side"": ""LEFT""}]"
