event_id,dataset_role,repeat,evaluation_wall_us,gqsc_generation_us,exact_validation_us,final_ranking_us,lifecycle_us,fallback_us,callback_total_us,pair_proxy_count,reconstruction_count,validator_count,outcome
VUE037,VALIDATION_SEEN_AFTER_V1,1,8196.4390000000003,5546.6099999999997,2620.7919999999999,0.183,0,21242.589,29440.522000000001,128,12,12,NO_SAFE_PATH
VUE037,VALIDATION_SEEN_AFTER_V1,2,8208.3189999999995,5546.0519999999997,2634.4940000000001,0.25,0,22291.692999999999,30502.091,128,12,12,NO_SAFE_PATH
VUE037,VALIDATION_SEEN_AFTER_V1,3,8192.2379999999994,5572.3359999999993,2591.366,0.27000000000000002,0,22435.625,30630.073,128,12,12,NO_SAFE_PATH
VUE037,VALIDATION_SEEN_AFTER_V1,4,8083.25,5508.7859999999991,2546.0280000000002,0.30099999999999999,0,25329.132000000001,33414.669999999998,128,12,12,NO_SAFE_PATH
VUE037,VALIDATION_SEEN_AFTER_V1,5,8093.0510000000004,5530.9500000000007,2529.828,0.50800000000000001,0,20790.141,28885.149000000001,128,12,12,NO_SAFE_PATH
VUE037,VALIDATION_SEEN_AFTER_V1,6,8238.6470000000008,5604.2210000000005,2605.4089999999997,0.19400000000000001,0,21133.665000000001,29374.460999999999,128,12,12,NO_SAFE_PATH
SCE001,SUCCESS_CONTROL_SEEN,0,13852.793,7320.6629999999996,6490.1199999999999,7.7409999999999997,408.04000000000002,0,14264.317999999999,128,12,12,FRESH_SELECTED
SCE001,SUCCESS_CONTROL_SEEN,1,12122.841,6296.641999999998,5786.322000000001,6.4349999999999996,398.58600000000001,0,12525.4,128,12,12,FRESH_SELECTED
SCE001,SUCCESS_CONTROL_SEEN,2,13292.953,6530.5860000000002,6721.4939999999997,7.6269999999999998,404.82799999999997,0,13700.634,128,12,12,FRESH_SELECTED
SCE001,SUCCESS_CONTROL_SEEN,3,11999.477000000001,6323.1289999999999,5637.9350000000004,6.9980000000000002,406.94799999999998,0,12409.18,128,12,12,FRESH_SELECTED
SCE001,SUCCESS_CONTROL_SEEN,4,11786.857,6151.1770000000006,5600.8049999999994,6.3769999999999998,405.43599999999998,0,12194.607,128,12,12,FRESH_SELECTED
SCE001,SUCCESS_CONTROL_SEEN,5,12691.135,6401.7479999999996,6237.3040000000001,12.509,408.548,0,13103.361999999999,128,12,12,FRESH_SELECTED
SCE001,SUCCESS_CONTROL_SEEN,6,12172.826999999999,6339.2029999999986,5797.1190000000006,6.3899999999999997,407.47500000000002,0,12582.646000000001,128,12,12,FRESH_SELECTED
SCE002,SUCCESS_CONTROL_SEEN,0,22183.683000000001,10161.136,11981.720000000001,7.867,687.70100000000002,0,22880.215,128,12,12,FRESH_SELECTED
SCE002,SUCCESS_CONTROL_SEEN,1,23005.969000000001,9834.5530000000017,13118.306999999999,11.692,692.04700000000003,0,23701.877,128,12,12,FRESH_SELECTED
SCE002,SUCCESS_CONTROL_SEEN,2,22543.723000000002,9704.4629999999997,12783.341,10.199,847.24599999999998,0,23394.635999999999,128,12,12,FRESH_SELECTED
SCE002,SUCCESS_CONTROL_SEEN,3,20288.208999999999,9161.2830000000013,11092.849999999997,5.8780000000000001,655.35799999999995,0,20946.317999999999,128,12,12,FRESH_SELECTED
SCE002,SUCCESS_CONTROL_SEEN,4,23181.866000000002,9855.0319999999992,13279.105,10.647,734.20699999999999,0,23919.221000000001,128,12,12,FRESH_SELECTED
SCE002,SUCCESS_CONTROL_SEEN,5,20907.784,9348.2569999999996,11521.699000000001,6.8689999999999998,704.05200000000002,0,21614.662,128,12,12,FRESH_SELECTED
SCE002,SUCCESS_CONTROL_SEEN,6,20235.413,8852.4159999999974,11350.808000000001,5.6600000000000001,628.66399999999999,0,20866.207999999999,128,12,12,FRESH_SELECTED
SCE003,SUCCESS_CONTROL_SEEN,0,22006.089,10489.193000000001,11476.664000000001,7.1680000000000001,443.221,0,22451.972000000002,128,12,12,FRESH_SELECTED
SCE003,SUCCESS_CONTROL_SEEN,1,21063.882000000001,9664.5820000000003,11360.162,7.8869999999999996,388.92500000000001,0,21455.399000000001,128,12,12,FRESH_SELECTED
SCE003,SUCCESS_CONTROL_SEEN,2,20915.999,9353.9770000000026,11497.015999999998,8.5410000000000004,692.25800000000004,0,21611.951000000001,128,12,12,FRESH_SELECTED
SCE003,SUCCESS_CONTROL_SEEN,3,22333.937999999998,10881.746000000001,11409.130000000001,8.4510000000000005,442.83699999999999,0,22779.988000000001,128,12,12,FRESH_SELECTED
SCE003,SUCCESS_CONTROL_SEEN,4,20667.439999999999,9371.6669999999995,11257.148999999999,6.3540000000000001,436.19900000000001,0,21106.135999999999,128,12,12,FRESH_SELECTED
SCE003,SUCCESS_CONTROL_SEEN,5,20375.705999999998,9164.4290000000019,11176.344999999999,6.3719999999999999,423.255,0,20801.07,128,12,12,FRESH_SELECTED
SCE003,SUCCESS_CONTROL_SEEN,6,20575.455000000002,9203.5690000000031,11336.517999999998,6.2199999999999998,422.15699999999998,0,20999.5,128,12,12,FRESH_SELECTED
SCE004,SUCCESS_CONTROL_SEEN,0,9588.4590000000007,5328.1500000000005,4226.0769999999993,6.4320000000000004,419.709,0,10010.439,128,12,12,FRESH_SELECTED
SCE004,SUCCESS_CONTROL_SEEN,1,9320.1790000000001,5169.1719999999996,4111.1289999999999,6.4649999999999999,419.30200000000002,0,9741.5229999999992,128,12,12,FRESH_SELECTED
SCE004,SUCCESS_CONTROL_SEEN,2,9550.0329999999994,5234.7539999999999,4281.5719999999992,6.4029999999999996,421.40899999999999,0,9973.7080000000005,128,12,12,FRESH_SELECTED
SCE004,SUCCESS_CONTROL_SEEN,3,9193.4979999999996,5080.7380000000012,4079.328,5.6769999999999996,455.84300000000002,0,9651.5290000000005,128,12,12,FRESH_SELECTED
SCE004,SUCCESS_CONTROL_SEEN,4,9028.5869999999995,5019.0920000000006,3978.9989999999998,5.6769999999999996,383.25099999999998,0,9413.8349999999991,128,12,12,FRESH_SELECTED
SCE004,SUCCESS_CONTROL_SEEN,5,8778.4560000000001,4788.9849999999997,3960.346,5.4699999999999998,390.04500000000002,0,9170.3029999999999,128,12,12,FRESH_SELECTED
SCE004,SUCCESS_CONTROL_SEEN,6,9740.8539999999994,4977.6729999999998,4715.6810000000005,6.3540000000000001,546.55600000000004,0,10290.407999999999,128,12,12,FRESH_SELECTED
SCE005,SUCCESS_CONTROL_SEEN,0,15717.059999999999,7804.6660000000002,7878.9349999999995,6.6559999999999997,698.37199999999996,0,16417.816999999999,128,12,12,FRESH_SELECTED
