schema_version,bag_path,pose_topic,timestamp_ns,pose_header_timestamp_ns,localization_label,localization_age_s,pose_sample_gap_s,timestamp_regression,x_m,y_m,yaw_rad,unwrapped_yaw_rad,dx_m,dy_m,distance_jump_m,unwrapped_dyaw_rad,implied_speed_mps,implied_yaw_rate_radps,scan_pose_offset_s,odom_pose_offset_s,frenet_pose_offset_s,imu_pose_offset_s,tf_nearest_offset_s,tf_static_present,frenet_s_m,frenet_d_m,ds_m,dd_m,backward_s_jump_m,abs_d_jump_m,projection_branch_jump_proxy_m,track_bound_inconsistency,reference_available,odom_speed_mps,localization_minus_odom_speed_mps,imu_yaw_rate_radps,localization_minus_imu_yaw_rate_radps,short_window_s,localization_short_window_displacement_m,odom_short_window_distance_m,short_window_displacement_residual_m,covariance_xx,covariance_yy,covariance_yawyaw,particle_count,particle_x_std_m,particle_y_std_m,particle_yaw_circular_std_rad,particle_multimodality_proxy_m,particle_ess,gt_x_m,gt_y_m,gt_yaw_rad,gt_position_error_m,gt_yaw_error_rad,gt_frenet_s_error_m,gt_frenet_d_error_m,availability_note
localization_features/1,/home/sungho/rosbags/rosbag2_2026_08_24-19_24_17,/pf/pose/odom,1787567120128389774,1787567120112643035,LOC_UNKNOWN,0.015746739,,0,8.514840567846644,-0.5522103160886905,1.603587780052409,1.603587780052409,,,,,,,-0.006380611,-0.006546861,0.002156451,-0.006711863,-0.00020286,1,21.872550608623637,-0.8219971591821065,,,,,,0,1,0.0,,-0.14891591668128967,,,,,,0.1,0.1,0.1,,,,,,,,,,,,,,no particle cloud; no simulator GT
localization_features/1,/home/sungho/rosbags/rosbag2_2026_08_24-19_24_17,/pf/pose/odom,1787567120149168349,1787567120142924779,LOC_UNKNOWN,0.00624357,0.020778575,0,8.525204964763057,-0.6059208918155546,1.5992699565771913,1.5992699565771913,0.010364396916413554,-0.05371057572686411,0.054701432050287005,-0.004317823475217697,2.632588233326251,-0.20780171283245827,-0.006554447,-0.007654705,0.000764334,-0.00785907,-0.000133289,1,21.85480081215486,-0.8706938559111106,-0.01774979646877739,-0.04869669672900412,0.01774979646877739,0.04869669672900412,0.036951635581509615,0,1,0.0,2.632588233326251,-0.1541449874639511,-0.05365672536850716,0.020778575,0.054701432050287005,0.0,0.054701432050287005,0.1,0.1,0.1,,,,,,,,,,,,,,no particle cloud; no simulator GT
localization_features/1,/home/sungho/rosbags/rosbag2_2026_08_24-19_24_17,/pf/pose/odom,1787567120168619642,1787567120162704284,LOC_UNKNOWN,0.005915358,0.019451293,0,8.532293928020305,-0.6623708267797187,1.594888106697277,1.594888106697277,0.007088963257247727,-0.05644993496416406,0.056893308547850865,-0.00438184987991419,2.9249113952399393,-0.2252729358358948,-0.006520364,-0.006773884,0.000698314,-0.007630192,-0.000133384,1,21.834441635825083,-0.9196045989423985,-0.020359176329776574,-0.04891074303128795,0.020359176329776574,0.04891074303128795,0.03653413221807429,0,1,0.0,2.9249113952399393,-0.5066607594490051,0.2813878236131103,0.040229868,0.11153455920502701,0.0,0.11153455920502701,0.1,0.1,0.1,,,,,,,,,,,,,,no particle cloud; no simulator GT
localization_features/1,/home/sungho/rosbags/rosbag2_2026_08_24-19_24_17,/pf/pose/odom,1787567120198487600,1787567120183343746,LOC_UNKNOWN,0.015143854,0.029867958,0,8.533235921105248,-0.7153265398937887,1.5892563626357756,1.5892563626357756,0.000941993084943249,-0.05295571311406999,0.05296409068785912,-0.005631744061501465,1.7732745803331826,-0.1885547067362779,-0.006644436,0.002937938,0.000717644,0.00282926,-0.000149033,1,21.812544086425227,-0.9626969081667542,-0.02189754939985633,-0.043092309224355696,0.02189754939985633,0.043092309224355696,0.03106654128800279,0,1,0.0,1.7732745803331826,-0.15661165118217468,-0.031943055554103206,0.070097826,0.1641502101428558,0.0,0.1641502101428558,0.1,0.1,0.1,,,,,,,,,,,,,,no particle cloud; no simulator GT
localization_features/1,/home/sungho/rosbags/rosbag2_2026_08_24-19_24_17,/pf/pose/odom,1787567120226493973,1787567120212681847,LOC_UNKNOWN,0.013812126,0.028006373,0,8.53477209292021,-0.7591173814103664,1.5851244608230883,1.5851244608230883,0.0015361718149620174,-0.04379084151657775,0.04381777749470086,-0.0041319018126873,1.5645645187508164,-0.14753434201163068,-0.004468911,-0.00523827,0.000660008,-0.005327748,-0.000285713,1,21.795365533655513,-1.0000812378785202,-0.017178552769713917,-0.03738432971176597,0.017178552769713917,0.03738432971176597,0.02663922472498694,0,1,0.0,1.5645645187508164,-0.2059188187122345,0.058384476700603816,0.098104199,0.20786485843399907,0.0,0.20786485843399907,0.1,0.1,0.1,,,,,,,,,,,,,,no particle cloud; no simulator GT
localization_features/1,/home/sungho/rosbags/rosbag2_2026_08_24-19_24_17,/pf/pose/odom,1787567120245825067,1787567120242745241,LOC_UNKNOWN,0.003079826,0.019331094,0,8.53618325595665,-0.7946573993110542,1.5815311166325225,1.5815311166325225,0.0014111630364403993,-0.035540017900687726,0.03556802290677147,-0.0035933441905657837,1.8399384383921298,-0.18588416106019576,-0.003511669,-0.004065911,0.000603077,-0.004734559,-0.000202636,1,21.781792607903142,-1.0305365211150581,-0.01357292575237068,-0.0304552832365379,0.01357292575237068,0.0304552832365379,0.02199509715440079,0,1,0.0,1.8399384383921298,-0.027214422821998596,-0.15866973823819716,0.117435293,0.24338467186491583,0.0,0.24338467186491583,0.1,0.1,0.1,,,,,,,,,,,,,,no particle cloud; no simulator GT
localization_features/1,/home/sungho/rosbags/rosbag2_2026_08_24-19_24_17,/pf/pose/odom,1787567120275491765,1787567120262710518,LOC_UNKNOWN,0.012781247,0.029666698,0,8.537042149451146,-0.8236053135640002,1.577032483525379,1.577032483525379,0.0008588934944953053,-0.028947914252946072,0.028960653266644466,-0.00449863310714349,0.9762007644613657,-0.15163915806010803,-0.003656222,0.00621993,0.000625862,0.005489773,-0.000191948,1,21.77074579660075,-1.055200126033367,-0.011046811302392712,-0.02466360491830888,0.011046811302392712,0.02466360491830888,0.017913841964251755,0,1,0.0,0.9762007644613657,-0.3390260934829712,0.18738693542286317,0.147101991,0.2723015880973975,0.0,0.2723015880973975,0.1,0.1,0.1,,,,,,,,,,,,,,no particle cloud; no simulator GT
localization_features/1,/home/sungho/rosbags/rosbag2_2026_08_24-19_24_17,/pf/pose/odom,1787567120295505204,1787567120292680050,LOC_UNKNOWN,0.002825154,0.020013439,0,8.537487551128685,-0.8472002862140514,1.5745035567389858,1.5745035567389858,0.0004454016775383707,-0.02359497265005117,0.023599176193482195,-0.0025289267863932707,1.1791664687654229,-0.12636143075626685,-0.003675967,0.006220762,0.000613894,0.006137749,-0.000307986,1,21.76171086176238,-1.0751755610610638,-0.009034934838368258,-0.01997543502769683,0.009034934838368258,0.01997543502769683,0.014564241355113937,0,1,0.0,1.1791664687654229,-0.14491012692451477,0.01854869616824792,0.16711543,0.29585802055435023,0.0,0.29585802055435023,0.1,0.1,0.1,,,,,,,,,,,,,,no particle cloud; no simulator GT
localization_features/1,/home/sungho/rosbags/rosbag2_2026_08_24-19_24_17,/pf/pose/odom,1787567120325928044,1787567120312663696,LOC_UNKNOWN,0.013264348,0.03042284,0,8.537805468631227,-0.8661302546137525,1.5721886453935583,1.5721886453935583,0.00031791750254228646,-0.01892996839970107,0.018932637828683666,-0.0023149113454274946,0.6223165828267073,-0.07609123097736749,-0.003403278,-0.004018772,0.000997885,-0.004755521,-0.000133768,1,21.754513927044027,-1.0911885243668504,-0.007196934718354697,-0.01601296330578661,0.007196934718354697,0.01601296330578661,0.011735703110328968,0,1,0.0,0.6223165828267073,-0.5137448310852051,0.4376536001078376,0.19753827,0.3147588195295319,0.0,0.3147588195295319,0.1,0.1,0.1,,,,,,,,,,,,,,no particle cloud; no simulator GT
localization_features/1,/home/sungho/rosbags/rosbag2_2026_08_24-19_24_17,/pf/pose/odom,1787567120346310466,1787567120343039301,LOC_UNKNOWN,0.003271165,0.020382422,0,8.539891156619724,-0.8825786701973657,1.5700409074127308,1.5700409074127308,0.0020856879884973978,-0.016448415583613207,0.01658012272561974,-0.0021477379808274573,0.8134520385074816,-0.1053720691695745,-0.004241345,-0.009346968,0.000845396,-0.00507266,-2.3777e-05,1,21.749346296750804,-1.1060984736583168,-0.005167630293222203,-0.014909949291466384,0.005167630293222203,0.014909949291466384,0.011412492432397538,0,1,0.0,0.8134520385074816,-0.5695043802261353,0.4641323110565607,0.217920692,0.33131673877779394,0.0,0.33131673877779394,0.1,0.1,0.1,,,,,,,,,,,,,,no particle cloud; no simulator GT
localization_features/1,/home/sungho/rosbags/rosbag2_2026_08_24-19_24_17,/pf/pose/odom,1787567120368702226,1787567120362675278,LOC_UNKNOWN,0.006026948,0.02239176,0,8.541304159400033,-0.8958675885138953,1.5668482009295468,1.5668482009295468,0.0014130027803087586,-0.013288918316529563,0.013363829050109672,-0.003192706483184038,0.5968190553181024,-0.1425839899670253,-0.006043759,-0.006997673,0.000276721,-0.007144082,-0.000525344,1,21.74504810871187,-1.1179986107874293,-0.004298188038934114,-0.011900137129112531,0.004298188038934114,0.011900137129112531,0.009065641011175558,0,1,0.0,0.5968190553181024,-0.32393041253089905,0.18134642256387376,0.240312452,0.34467469093137076,0.0,0.34467469093137076,0.1,0.1,0.1,,,,,,,,,,,,,,no particle cloud; no simulator GT
