path,name,confirmed_static_obstacles,historical_static_obstacles,local_avoidance_path,selected_local_path,global_reference_waypoints,localization_pose,frenet_odometry,vehicle_odometry,simulator_ground_truth_pose,imu,scan,tf,tf_static,particle_cloud,drive_command,steering,CAN_REPLAY_PLANNER_INPUT,CAN_REPLAY_CURRENT_PLANNER_INPUT,HAS_LOCALIZATION,HAS_LOCALIZATION_COVARIANCE,HAS_FRENET_STATE,HAS_ODOMETRY,HAS_IMU,HAS_SCAN,HAS_TF,HAS_TF_STATIC,HAS_PARTICLES,HAS_GT,HAS_PLANNER_OUTPUT,HAS_DRIVE_COMMAND,HAS_STEERING,CAN_AUDIT_LOCALIZATION
/home/sungho/.local/share/Trash/files/rosbag2_2026_07_30-00_34_21,rosbag2_2026_07_30-00_34_21,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_03-14_36_18,rosbag2_2026_08_03-14_36_18,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_03-14_41_09,rosbag2_2026_08_03-14_41_09,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_03-14_43_48,rosbag2_2026_08_03-14_43_48,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_03-14_49_00,rosbag2_2026_08_03-14_49_00,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_29_34,rosbag2_2026_08_05-17_29_34,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_32_23,rosbag2_2026_08_05-17_32_23,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_34_00,rosbag2_2026_08_05-17_34_00,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_41_06,rosbag2_2026_08_05-17_41_06,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_42_50,rosbag2_2026_08_05-17_42_50,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_44_34,rosbag2_2026_08_05-17_44_34,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_47_21,rosbag2_2026_08_05-17_47_21,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_48_17,rosbag2_2026_08_05-17_48_17,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_52_29,rosbag2_2026_08_05-17_52_29,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_54_29,rosbag2_2026_08_05-17_54_29,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_58_27,rosbag2_2026_08_05-17_58_27,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-17_59_47,rosbag2_2026_08_05-17_59_47,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-18_02_15 (Copy),rosbag2_2026_08_05-18_02_15 (Copy),,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-18_02_15,rosbag2_2026_08_05-18_02_15,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-18_05_24,rosbag2_2026_08_05-18_05_24,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-18_06_57,rosbag2_2026_08_05-18_06_57,,,,,,/pf/pose/odom,/car_state/frenet/odom,/car_state/odom,,,,/tf,,/pf/viz/particles,/drive,,False,False,True,True,True,True,False,False,True,False,True,False,False,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-18_08_44,rosbag2_2026_08_05-18_08_44,,,,,,/pf/pose/odom,/car_state/frenet/odom,/car_state/odom;/odom,,/sensors/imu/raw,/scan,/tf,/tf_static,/pf/viz/particles,/ackermann_cmd;/drive,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-18_10_36,rosbag2_2026_08_05-18_10_36,,,,,,/pf/pose/odom,/car_state/frenet/odom,/car_state/odom;/odom,,/sensors/imu/raw,/scan,/tf,/tf_static,/pf/viz/particles,/ackermann_cmd;/drive,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-18_11_22,rosbag2_2026_08_05-18_11_22,,,,,,/pf/pose/odom,/car_state/frenet/odom,/car_state/odom;/odom,,/sensors/imu/raw,/scan,/tf,/tf_static,/pf/viz/particles,/ackermann_cmd;/drive,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_16-08_50_21,rosbag2_2026_08_16-08_50_21,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,/pf/viz/particles,/drive;/drive_autonomous,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_16-09_33_00,rosbag2_2026_08_16-09_33_00,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,/pf/viz/particles,/drive;/drive_autonomous,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_16-09_47_06,rosbag2_2026_08_16-09_47_06,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,/pf/viz/particles,/drive;/drive_autonomous,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_16-10_23_05,rosbag2_2026_08_16-10_23_05,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,/pf/viz/particles,/drive;/drive_autonomous,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_16-10_59_58,rosbag2_2026_08_16-10_59_58,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,/pf/viz/particles,/drive;/drive_autonomous,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_16-11_13_21,rosbag2_2026_08_16-11_13_21,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,/pf/viz/particles,/drive;/drive_autonomous,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_16-11_16_04,rosbag2_2026_08_16-11_16_04,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,/pf/viz/particles,/drive;/drive_autonomous,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_16-11_26_49,rosbag2_2026_08_16-11_26_49,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,/pf/viz/particles,/drive;/drive_autonomous,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_16-11_28_28,rosbag2_2026_08_16-11_28_28,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,/pf/viz/particles,/drive;/drive_autonomous,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_16-13_13_13,rosbag2_2026_08_16-13_13_13,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,/pf/viz/particles,/drive;/drive_autonomous,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_16-13_20_09,rosbag2_2026_08_16-13_20_09,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,/pf/viz/particles,/drive;/drive_autonomous,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_17-01_55_01,rosbag2_2026_08_17-01_55_01,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,/pf/viz/particles,/drive;/drive_autonomous,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_17-10_18_51,rosbag2_2026_08_17-10_18_51,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,/pf/viz/particles,/drive;/drive_autonomous,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_17-13_01_59,rosbag2_2026_08_17-13_01_59,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,/pf/viz/particles,/drive;/drive_autonomous,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_17-16_17_49,rosbag2_2026_08_17-16_17_49,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,/pf/viz/particles,/drive;/drive_autonomous,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_17-16_44_07,rosbag2_2026_08_17-16_44_07,/confirmed_static_obs,/static_obs,/avoid_waypoints,,/global_waypoints,,,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,,/drive;/drive_autonomous,,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_17-16_45_06,rosbag2_2026_08_17-16_45_06,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,/pf/viz/particles,/drive;/drive_autonomous,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_18-11_09_51,rosbag2_2026_08_18-11_09_51,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu/raw,/scan,/tf,/tf_static,/pf/viz/particles,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_18-18_47_51,rosbag2_2026_08_18-18_47_51,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu/raw,/scan,/tf,/tf_static,/pf/viz/particles,/ackermann_cmd,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_18-18_48_11,rosbag2_2026_08_18-18_48_11,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu/raw,/scan,/tf,/tf_static,/pf/viz/particles,/ackermann_cmd,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_18-18_48_28,rosbag2_2026_08_18-18_48_28,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu/raw,/scan,/tf,/tf_static,/pf/viz/particles,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_18-19_41_22,rosbag2_2026_08_18-19_41_22,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu/raw,/scan,/tf,/tf_static,/pf/viz/particles,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_18-19_47_54,rosbag2_2026_08_18-19_47_54,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu/raw,/scan,/tf,/tf_static,/pf/viz/particles,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_18-19_51_40,rosbag2_2026_08_18-19_51_40,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu/raw,/scan,/tf,/tf_static,/pf/viz/particles,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_19-11_59_44,rosbag2_2026_08_19-11_59_44,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,,/ego_racecar/odom,/imu/data,/scan,/tf,/tf_static,/pf/viz/particles,/drive;/drive_autonomous,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_19-18_33_12.2,rosbag2_2026_08_19-18_33_12.2,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu/raw,/scan,/tf,/tf_static,,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_21-05_31_31,rosbag2_2026_08_21-05_31_31,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu/raw,/scan,/tf,/tf_static,,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_23-08_07_15,rosbag2_2026_08_23-08_07_15,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu;/sensors/imu/raw,/scan,/tf,/tf_static,,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_24-13_42_16,rosbag2_2026_08_24-13_42_16,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu;/sensors/imu/raw,/scan,/tf,/tf_static,,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_24-16_31_14,rosbag2_2026_08_24-16_31_14,,,,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu;/sensors/imu/raw,/scan;/scan_slow,/tf,/tf_static,,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_24-16_48_15,rosbag2_2026_08_24-16_48_15,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu;/sensors/imu/raw,/scan;/scan_slow,/tf,/tf_static,,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_24-19_00_30,rosbag2_2026_08_24-19_00_30,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu;/sensors/imu/raw,/scan;/scan_slow,/tf,/tf_static,,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_24-19_24_17,rosbag2_2026_08_24-19_24_17,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu;/sensors/imu/raw,/scan;/scan_slow,/tf,/tf_static,,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_25-09_23_32,rosbag2_2026_08_25-09_23_32,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu;/sensors/imu/raw,/scan;/scan_slow,/tf,/tf_static,,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_25-09_59_22,rosbag2_2026_08_25-09_59_22,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu;/sensors/imu/raw,/scan;/scan_slow,/tf,/tf_static,,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_26-12_51_34,rosbag2_2026_08_26-12_51_34,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu;/sensors/imu/raw,/scan;/scan_slow;/slow_scan,/tf,/tf_static,,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_26-18_01_29,rosbag2_2026_08_26-18_01_29,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu;/sensors/imu/raw,/scan;/scan_slow,/tf,/tf_static,,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_26-18_19_41,rosbag2_2026_08_26-18_19_41,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu;/sensors/imu/raw,/scan;/scan_slow,/tf,/tf_static,,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_26-20_24_30,rosbag2_2026_08_26-20_24_30,/confirmed_static_obs,/static_obs,/avoid_waypoints,/local_waypoints,/global_waypoints,/pf/pose/odom,/car_state/frenet/odom,/odom,,/sensors/imu;/sensors/imu/raw,/scan;/scan_slow,/tf,/tf_static,,/ackermann_cmd;/drive;/drive_autonomous,/ackermann_cmd;/commands/servo/position;/sensors/servo_position_command,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
/home/sungho/.local/share/Trash/files/rosbag_20260725_012659,rosbag_20260725_012659,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
/home/sungho/.local/share/Trash/files/rosbag_20260726_001824,rosbag_20260726_001824,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
