episode_id,bag,start_elapsed_s,end_elapsed_s,duration_s,callback_count,first_callback_sequence,last_callback_sequence,source_epoch,eligible_snapshot_count,earliest_eligible_callback_sequence,earliest_eligible_evaluation_sequence,earliest_eligible_offset_callbacks,lifecycle_at_episode_start,fallback_at_episode_start
rosbag2_2026_08_24-19_24_17__EP0019,rosbag2_2026_08_24-19_24_17,290.91010843,291.400111953,0.490003523,4,11584,11587,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0020,rosbag2_2026_08_24-19_24_17,312.510085783,314.710085407,2.199999624,10,12426,12435,2,0,,,,IDLE,NO_HARD_VALID_M1_CANDIDATE
rosbag2_2026_08_24-19_24_17__EP0021,rosbag2_2026_08_24-19_24_17,334.210159277,337.380085748,3.169926471,128,13194,13321,2,2,13306,1,112,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0022,rosbag2_2026_08_24-19_24_17,355.890122078,356.540117525,0.649995447,6,14050,14055,2,6,14050,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0023,rosbag2_2026_08_24-19_24_17,356.730112925,357.250113263,0.520000338,5,14058,14062,2,5,14058,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0024,rosbag2_2026_08_24-19_24_17,358.410112695,359.670120145,1.26000745,13,14106,14118,2,6,14106,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0025,rosbag2_2026_08_24-19_24_17,438.260105217,438.34010099,0.079995773,4,17257,17260,2,4,17257,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0026,rosbag2_2026_08_24-19_24_17,439.420109747,439.510091218,0.089981471,5,17300,17304,2,5,17300,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0027,rosbag2_2026_08_24-19_24_17,440.180095909,440.220135844,0.040039935,2,17331,17332,2,2,17331,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0028,rosbag2_2026_08_24-19_24_17,440.310096379,440.340236943,0.030140564,2,17335,17336,2,2,17335,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0029,rosbag2_2026_08_24-19_24_17,440.410079648,440.610090702,0.200011054,3,17339,17341,2,3,17339,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0030,rosbag2_2026_08_24-19_24_17,442.560104101,442.840103723,0.279999622,5,17419,17423,2,5,17419,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0031,rosbag2_2026_08_24-19_24_17,447.630083425,449.380110036,1.750026611,46,17614,17659,2,2,17614,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0032,rosbag2_2026_08_24-19_24_17,449.980058702,450.110075659,0.130016957,6,17683,17688,2,6,17683,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0033,rosbag2_2026_08_24-19_24_17,451.360084483,451.480081473,0.11999699,6,17738,17743,2,6,17738,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0034,rosbag2_2026_08_24-19_24_17,451.760240154,452.180102936,0.419862782,19,17751,17769,2,19,17751,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0035,rosbag2_2026_08_24-19_24_17,452.42008608,452.430109171,0.010023091,2,17776,17777,2,2,17776,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0036,rosbag2_2026_08_24-19_24_17,452.860130213,452.88010625,0.019976037,2,17794,17795,2,2,17794,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0037,rosbag2_2026_08_24-19_24_17,452.960077092,453.180099426,0.220022334,10,17798,17807,2,10,17798,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0038,rosbag2_2026_08_24-19_24_17,469.130068456,469.680075223,0.550006767,23,18445,18467,2,23,18445,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0039,rosbag2_2026_08_24-19_24_17,470.930083402,472.880094497,1.950011095,79,18517,18595,2,9,18517,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0040,rosbag2_2026_08_24-19_24_17,475.030131896,475.9600959,0.929964004,38,18681,18718,2,21,18681,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0041,rosbag2_2026_08_24-19_24_17,476.010098453,476.210243592,0.200145139,9,18720,18728,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0042,rosbag2_2026_08_24-19_24_17,476.330087601,477.060070904,0.729983303,30,18733,18762,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0043,rosbag2_2026_08_24-19_24_17,491.5600921,494.080102225,2.520010125,102,19342,19443,2,102,19342,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0044,rosbag2_2026_08_24-19_24_17,518.460102485,518.600085442,0.139982957,2,20417,20418,2,2,20417,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0045,rosbag2_2026_08_24-19_24_17,518.880074366,519.62016303,0.740088664,15,20426,20440,2,15,20426,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0046,rosbag2_2026_08_24-19_24_17,534.660245369,534.870217737,0.209972368,9,21041,21049,2,9,21041,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0047,rosbag2_2026_08_24-19_24_17,586.530101883,586.660090967,0.129989084,2,23109,23110,2,2,23109,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0048,rosbag2_2026_08_24-19_24_17,586.730135137,586.800124868,0.069989731,2,23113,23114,2,2,23113,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0049,rosbag2_2026_08_24-19_24_17,587.760183171,587.810085416,0.049902245,3,23153,23155,2,3,23153,2,0,IDLE,BOUNDARY_HANDOFF_UNRESOLVED
rosbag2_2026_08_24-19_24_17__EP0050,rosbag2_2026_08_24-19_24_17,596.260105794,596.280077672,0.019971878,2,23493,23494,2,2,23493,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0051,rosbag2_2026_08_24-19_24_17,596.560066751,596.630078831,0.07001208,4,23505,23508,2,4,23505,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0052,rosbag2_2026_08_24-19_24_17,604.510118,604.610099575,0.099981575,5,23823,23827,2,5,23823,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0053,rosbag2_2026_08_24-19_24_17,604.780092475,605.410097197,0.630004722,13,23834,23846,2,13,23834,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0054,rosbag2_2026_08_24-19_24_17,605.61011909,605.830117278,0.219998188,5,23853,23857,2,5,23853,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0055,rosbag2_2026_08_24-19_24_17,605.980101253,606.030251464,0.050150211,3,23863,23865,2,3,23863,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0056,rosbag2_2026_08_24-19_24_17,607.510060878,607.530073177,0.020012299,2,23923,23924,2,2,23923,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0057,rosbag2_2026_08_24-19_24_17,637.11014269,637.160121734,0.049979044,3,25100,25102,2,3,25100,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0058,rosbag2_2026_08_24-19_24_17,637.310133847,637.340191174,0.030057327,2,25104,25105,2,2,25104,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0059,rosbag2_2026_08_24-19_24_17,637.410089117,641.920081093,4.509991976,33,25108,25140,2,33,25108,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0060,rosbag2_2026_08_24-19_24_17,643.430098133,643.880120188,0.450022055,5,25196,25200,2,5,25196,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0061,rosbag2_2026_08_24-19_24_17,644.030114902,645.790089052,1.75997415,16,25202,25217,2,16,25202,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0062,rosbag2_2026_08_24-19_24_17,647.720126932,648.700133561,0.980006629,8,25288,25295,2,8,25288,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0063,rosbag2_2026_08_24-19_24_17,653.660067163,659.540092056,5.880024893,65,25489,25553,2,64,25489,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0064,rosbag2_2026_08_24-19_24_17,661.310089263,662.680133415,1.370044152,43,25619,25661,2,43,25619,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0065,rosbag2_2026_08_24-19_24_17,688.580130043,688.960103983,0.37997394,10,26697,26706,2,10,26697,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0066,rosbag2_2026_08_24-19_24_17,695.780092773,695.900065119,0.119972346,5,26979,26983,2,5,26979,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0067,rosbag2_2026_08_24-19_24_17,719.970073083,720.010076345,0.040003262,3,27943,27945,2,3,27943,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0068,rosbag2_2026_08_24-19_24_17,721.860092154,722.030088488,0.169996334,5,28019,28023,2,5,28019,2,0,IDLE,BOUNDARY_HANDOFF_UNRESOLVED
rosbag2_2026_08_24-19_24_17__EP0069,rosbag2_2026_08_24-19_24_17,724.130108493,726.480133569,2.350025076,77,28107,28183,2,77,28107,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0070,rosbag2_2026_08_24-19_24_17,726.630091478,726.990115435,0.360023957,13,28188,28200,2,13,28188,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_24-19_24_17__EP0071,rosbag2_2026_08_24-19_24_17,758.630317888,761.220263942,2.589946054,33,29466,29498,2,0,,,,IDLE,BOUNDARY_HANDOFF_UNRESOLVED
rosbag2_2026_08_25-09_23_32__EP0001,rosbag2_2026_08_25-09_23_32,6.410459678,6.560263839,0.149804161,5,358,362,2,5,358,2,0,IDLE,BOUNDARY_HANDOFF_UNRESOLVED
rosbag2_2026_08_25-09_59_22__EP0001,rosbag2_2026_08_25-09_59_22,131.890234914,131.940145161,0.049910247,2,5379,5380,2,1,5379,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0002,rosbag2_2026_08_25-09_59_22,132.270310963,132.450276454,0.179965491,5,5393,5397,2,1,5397,1,4,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0003,rosbag2_2026_08_25-09_59_22,132.500304279,132.550155105,0.049850826,2,5399,5400,2,2,5399,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0004,rosbag2_2026_08_25-09_59_22,132.720148774,132.800062476,0.079913702,3,5406,5408,2,2,5406,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0005,rosbag2_2026_08_25-09_59_22,132.890221765,133.130284761,0.240062996,6,5410,5415,2,5,5410,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0006,rosbag2_2026_08_25-09_59_22,133.29029881,133.670290732,0.379991922,11,5420,5430,2,5,5420,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0007,rosbag2_2026_08_25-09_59_22,148.570291598,148.740147788,0.16985619,8,6026,6033,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0008,rosbag2_2026_08_25-09_59_22,148.790147598,148.820166743,0.030019145,2,6035,6036,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0009,rosbag2_2026_08_25-09_59_22,148.870150952,148.920127423,0.049976471,3,6038,6040,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0010,rosbag2_2026_08_25-09_59_22,157.120087446,157.160078075,0.039990629,2,6368,6369,2,1,6368,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0011,rosbag2_2026_08_25-09_59_22,157.190081808,157.290140849,0.100059041,4,6371,6374,2,4,6371,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0012,rosbag2_2026_08_25-09_59_22,157.790274414,158.44020386,0.649929446,13,6394,6406,2,13,6394,2,0,IDLE,BOUNDARY_HANDOFF_UNRESOLVED
rosbag2_2026_08_25-09_59_22__EP0013,rosbag2_2026_08_25-09_59_22,159.040113279,159.150087334,0.109974055,3,6428,6430,2,3,6428,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0014,rosbag2_2026_08_25-09_59_22,187.470088426,198.780080427,11.309992001,74,7558,7631,2,10,7571,1,13,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0015,rosbag2_2026_08_25-09_59_22,245.57023652,245.68016708,0.10993056,2,9473,9474,2,2,9473,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0016,rosbag2_2026_08_25-09_59_22,254.540099177,258.610084924,4.069985747,36,9820,9855,2,0,,,,IDLE,OBSTACLE_SOURCE_STALE
rosbag2_2026_08_25-09_59_22__EP0017,rosbag2_2026_08_25-09_59_22,269.140096972,273.260221066,4.120124094,24,10273,10296,2,0,,,,IDLE,OBSTACLE_SOURCE_STALE
rosbag2_2026_08_25-09_59_22__EP0018,rosbag2_2026_08_25-09_59_22,295.890154185,300.460075213,4.569921028,27,11182,11208,2,24,11182,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0019,rosbag2_2026_08_25-09_59_22,301.990125694,305.170153472,3.180027778,19,11264,11282,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0020,rosbag2_2026_08_25-09_59_22,355.470131393,356.160106794,0.689975401,5,13284,13288,2,0,,,,IDLE,NO_HARD_VALID_M1_CANDIDATE
rosbag2_2026_08_25-09_59_22__EP0021,rosbag2_2026_08_25-09_59_22,359.730095427,360.920065591,1.189970164,19,13425,13443,2,19,13425,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0022,rosbag2_2026_08_25-09_59_22,365.240096449,366.750141395,1.510044946,12,13614,13625,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0023,rosbag2_2026_08_25-09_59_22,414.120285365,414.450061399,0.329776034,7,15516,15522,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0024,rosbag2_2026_08_25-09_59_22,439.140075495,439.420111431,0.280035936,2,16506,16507,2,0,,,,IDLE,NO_HARD_VALID_M1_CANDIDATE
rosbag2_2026_08_25-09_59_22__EP0025,rosbag2_2026_08_25-09_59_22,439.620124337,439.920078742,0.299954405,3,16510,16512,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0026,rosbag2_2026_08_25-09_59_22,440.270125108,441.300213649,1.030088541,9,16521,16529,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0027,rosbag2_2026_08_25-09_59_22,442.120286754,449.52007753,7.399790776,47,16548,16594,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0028,rosbag2_2026_08_25-09_59_22,449.890107603,450.740077431,0.849969828,7,16604,16610,2,7,16604,1,0,IDLE,OBSTACLE_SOURCE_STALE
rosbag2_2026_08_25-09_59_22__EP0029,rosbag2_2026_08_25-09_59_22,462.590232929,462.660124099,0.06989117,2,17078,17079,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0030,rosbag2_2026_08_25-09_59_22,462.740258154,462.820289577,0.080031423,4,17082,17085,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0031,rosbag2_2026_08_25-09_59_22,465.590209351,466.840079635,1.249870284,42,17196,17237,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0032,rosbag2_2026_08_25-09_59_22,538.290114425,539.590124302,1.300009877,53,20095,20147,2,53,20095,2,0,IDLE,BOUNDARY_HANDOFF_UNRESOLVED
rosbag2_2026_08_25-09_59_22__EP0033,rosbag2_2026_08_25-09_59_22,540.240182545,540.310114158,0.069931613,3,20172,20174,2,3,20172,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0034,rosbag2_2026_08_25-09_59_22,568.740102908,568.780083123,0.039980215,2,21309,21310,2,2,21309,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0035,rosbag2_2026_08_25-09_59_22,671.170114851,671.590308424,0.420193573,7,25383,25389,2,7,25383,2,0,IDLE,NO_HARD_VALID_M1_CANDIDATE
rosbag2_2026_08_25-09_59_22__EP0036,rosbag2_2026_08_25-09_59_22,671.79029086,674.230286091,2.439995231,15,25396,25410,2,13,25396,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0037,rosbag2_2026_08_25-09_59_22,831.820093127,832.130140804,0.310047677,9,31692,31700,2,0,,,,IDLE,NO_HARD_VALID_M1_CANDIDATE
rosbag2_2026_08_25-09_59_22__EP0038,rosbag2_2026_08_25-09_59_22,909.320161426,909.570136356,0.24997493,4,34779,34782,2,0,,,,IDLE,NO_HARD_VALID_M1_CANDIDATE
rosbag2_2026_08_25-09_59_22__EP0039,rosbag2_2026_08_25-09_59_22,937.320241091,937.39015001,0.069908919,4,35886,35889,2,0,,,,IDLE,BOUNDARY_HANDOFF_UNRESOLVED
rosbag2_2026_08_25-09_59_22__EP0040,rosbag2_2026_08_25-09_59_22,940.670136056,940.790204163,0.120068107,6,36020,36025,2,5,36020,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0041,rosbag2_2026_08_25-09_59_22,941.090145465,941.270120195,0.17997473,8,36037,36044,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0042,rosbag2_2026_08_25-09_59_22,941.720296079,942.570278959,0.84998288,35,36062,36096,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0043,rosbag2_2026_08_25-09_59_22,942.640112592,942.740144675,0.100032083,5,36099,36103,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0044,rosbag2_2026_08_25-09_59_22,942.820249846,942.840281448,0.020031602,2,36106,36107,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0045,rosbag2_2026_08_25-09_59_22,942.890255456,943.040170426,0.14991497,7,36109,36115,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0046,rosbag2_2026_08_25-09_59_22,943.190290831,943.620128127,0.429837296,18,36121,36138,2,7,36131,1,10,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0047,rosbag2_2026_08_25-09_59_22,943.670262709,944.790265524,1.120002815,46,36140,36185,2,10,36140,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0048,rosbag2_2026_08_25-09_59_22,944.890183425,945.270141581,0.379958156,16,36189,36204,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0049,rosbag2_2026_08_25-09_59_22,945.320218392,945.970246556,0.650028164,27,36206,36232,2,1,36206,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0050,rosbag2_2026_08_25-09_59_22,946.340300877,946.690224687,0.34992381,15,36247,36261,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0051,rosbag2_2026_08_25-09_59_22,947.240188175,947.290188877,0.050000702,3,36283,36285,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0052,rosbag2_2026_08_25-09_59_22,947.340072252,947.370123827,0.030051575,2,36287,36288,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0053,rosbag2_2026_08_25-09_59_22,947.420223547,947.870260657,0.45003711,19,36290,36308,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0054,rosbag2_2026_08_25-09_59_22,947.970146703,948.020265552,0.050118849,3,36312,36314,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0055,rosbag2_2026_08_25-09_59_22,948.140279494,948.320100901,0.179821407,8,36319,36326,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0056,rosbag2_2026_08_25-09_59_22,948.370206744,948.640184078,0.269977334,12,36328,36339,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0057,rosbag2_2026_08_25-09_59_22,948.690173377,948.790098572,0.099925195,5,36341,36345,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0058,rosbag2_2026_08_25-09_59_22,948.870221994,949.220329732,0.350107738,15,36348,36362,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0059,rosbag2_2026_08_25-09_59_22,949.340156975,950.070340003,0.730183028,30,36367,36396,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0060,rosbag2_2026_08_25-09_59_22,950.220340235,950.240197264,0.019857029,2,36402,36403,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0061,rosbag2_2026_08_25-09_59_22,950.340310896,950.540285024,0.199974128,9,36407,36415,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0062,rosbag2_2026_08_25-09_59_22,950.590267103,950.620304713,0.03003761,2,36417,36418,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0063,rosbag2_2026_08_25-09_59_22,950.720335421,950.770310375,0.049974954,3,36422,36424,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0064,rosbag2_2026_08_25-09_59_22,950.82028847,951.320248593,0.499960123,21,36426,36446,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0065,rosbag2_2026_08_25-09_59_22,951.640306573,952.090136033,0.44982946,19,36459,36477,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0066,rosbag2_2026_08_25-09_59_22,952.140205491,952.590078385,0.449872894,19,36479,36497,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0067,rosbag2_2026_08_25-09_59_22,952.890224055,952.940201537,0.049977482,3,36509,36511,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0068,rosbag2_2026_08_25-09_59_22,952.990104982,953.040095268,0.049990286,3,36513,36515,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0069,rosbag2_2026_08_25-09_59_22,953.120242416,953.290219501,0.169977085,8,36518,36525,2,1,36525,1,7,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0070,rosbag2_2026_08_25-09_59_22,953.370123203,953.490133713,0.12001051,6,36528,36533,2,0,,,,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0071,rosbag2_2026_08_25-09_59_22,953.570137629,953.640099254,0.069961625,4,36536,36539,2,4,36536,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0072,rosbag2_2026_08_25-09_59_22,955.040083764,955.09007694,0.049993176,3,36595,36597,2,3,36595,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0073,rosbag2_2026_08_25-09_59_22,955.140155401,955.52023767,0.380082269,16,36599,36614,2,16,36599,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0074,rosbag2_2026_08_25-09_59_22,955.620097445,955.74010789,0.120010445,6,36618,36623,2,6,36618,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0075,rosbag2_2026_08_25-09_59_22,955.870054361,957.670088587,1.800034226,73,36628,36700,2,71,36628,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0076,rosbag2_2026_08_25-09_59_22,958.820122305,958.990092161,0.169969856,8,36746,36753,2,8,36746,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0077,rosbag2_2026_08_25-09_59_22,959.090278724,960.490100947,1.399822223,57,36757,36813,2,34,36757,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0078,rosbag2_2026_08_25-09_59_22,960.570133023,964.870231793,4.30009877,173,36816,36988,2,50,36818,1,2,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0079,rosbag2_2026_08_25-09_59_22,1014.820074814,1015.100275859,0.280201045,2,38986,38987,2,0,,,,IDLE,NO_HARD_VALID_M1_CANDIDATE
rosbag2_2026_08_25-09_59_22__EP0080,rosbag2_2026_08_25-09_59_22,1016.13025888,1016.640203714,0.509944834,5,39020,39024,2,5,39020,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0081,rosbag2_2026_08_25-09_59_22,1018.840085961,1019.190227339,0.350141378,4,39099,39102,2,4,39099,1,0,IDLE,SAFE_STOP_AUTHORITY
rosbag2_2026_08_25-09_59_22__EP0082,rosbag2_2026_08_25-09_59_22,1019.570122912,1019.590081503,0.019958591,2,39112,39113,2,2,39112,1,0,IDLE,SAFE_STOP_AUTHORITY
