event_id,development_data_label,localization_stress_candidate,production_stage,production_template,probe_policy,side,d_target,entry_scale,exit_scale,production_d_mid,oracle_d_mid,s_probe_prod,d_probe_prod,d_oracle_at_s_probe_prod,probe_residual_m,d_probe_required,delta_d_probe_required_minus_production_m,analytic_polynomial_residual_at_oracle_d_mid,current_point_equation_root,oracle_branch_regime,assumed_branch_regime,branch_filter_pass_if_anchor_changed,root_lower_bound,root_upper_bound,lateral_bound_pass_if_anchor_changed,would_be_accepted_root_if_only_d_probe_changed,diagnostic_class,secondary_factor
V2E01,PILOT_SEEN_DEVELOPMENT_DATA,False,M0_V1,FROZEN_V1_CURVATURE_CONTINUITY,CURVATURE_CONTINUITY,RIGHT,-0.45687960954981943,0.5145810930150512,0.6049868191659147,-0.536879609549819,-0.51,0.15306811594111736,-0.5368796095498194,-0.51,0.026879609549819383,-0.51,0.026879609549819383,-8.576197296888098e-05,False,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,True,-0.8975000000000001,-0.45687960954981943,True,True,A_PROBE_CONSTRAINT_MISS,NONE
V2E02,PILOT_SEEN_DEVELOPMENT_DATA,False,M1,NEAR_LONG,BOTTLENECK_CENTER,LEFT,0.15,1.310934367577036,6.630707249408404,0.41419360960521834,0.17000000000000004,0.2915671120343557,0.414193609605218,0.17000000000000004,-0.24419360960521796,0.17000000000000004,-0.24419360960521796,-0.0024647987277546263,False,SAME_SIGN_POSITIVE__SIGN_CHANGE__SAME_SIGN_NEGATIVE,SAME_SIGN_POSITIVE__SIGN_CHANGE__SAME_SIGN_NEGATIVE,True,0.15,0.8099999999999999,True,True,A_PROBE_CONSTRAINT_MISS,NONE
V2E08,PILOT_SEEN_DEVELOPMENT_DATA,True,M0_V1,FROZEN_V1_CURVATURE_CONTINUITY,CURVATURE_CONTINUITY,RIGHT,-0.15000000000000002,0.5145810930150512,7.397546202396385,-0.15000000158945753,-0.09999999999999924,0.3512738198587826,-0.15000000000000002,-0.12209079805217934,0.027909201947820678,-0.12209079805217934,0.027909201947820678,-0.02582462277230846,False,SIGN_CHANGE__SIGN_CHANGE__SIGN_CHANGE,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,False,-0.7725,-0.15000000000000002,False,False,B_ROOT_SOLVER_OR_BRANCH_FILTER_MISS,CURRENT_POINT_CONSTRAINT_ALSO_EXCLUDES_D_MID
