configuration_budget,covered_oracle_valid_episode_count,coverage_fraction,all_40_events_one_lateral_tuple_request_upper_bound,empirical_existing_production_candidates_with_selected_pairs,empirical_existing_validator_executions_with_selected_pairs,events_where_selected_pair_was_actually_generated,current_all_production_candidates_40_events,estimate_limit
1,16,0.6956521739130435,40,37,37,33,249,does not include unknown target/root multiplicity of a future selector; empirical count is a replay proxy
2,21,0.9130434782608695,80,46,46,35,249,does not include unknown target/root multiplicity of a future selector; empirical count is a replay proxy
3,22,0.9565217391304348,120,63,63,36,249,does not include unknown target/root multiplicity of a future selector; empirical count is a replay proxy
4,23,1.0,160,64,64,37,249,does not include unknown target/root multiplicity of a future selector; empirical count is a replay proxy
5,23,1.0,200,65,65,37,249,does not include unknown target/root multiplicity of a future selector; empirical count is a replay proxy
