event_id,classification,production_constructed_callback_global,production_validator_callback_global,production_candidate_event_rows,production_returned_by_policy_rows,production_d_target_min_m,production_d_target_max_m,production_d_mid_min_m,production_d_mid_max_m,production_first_failures_json,oracle_hard_valid_count,oracle_success_region,mapping_miss_evidence,descriptive_comparison
E01,ORACLE_INCONCLUSIVE,84,114,84,60,-0.697303148484431,0.4725000000000001,-0.697303148484431,0.31125,"{""d-offset leaves the global waypoint track bounds"":84}",0,NOT_EVALUATED,NONE,Comparison prohibited: exact subevaluation input parity was not established.
E02,NO_VALID_P3_FOUND_IN_ORACLE_DOMAIN,126,190,126,126,-0.7350000000000001,0.49776588856485865,-0.6358940388418272,0.49776588856485865,"{""d-offset leaves the global waypoint track bounds"":42,""footprint_track_bound"":84}",0,NONE_FOUND,NONE,No successful oracle region exists to compare with production mapping.
E03,ORACLE_INCONCLUSIVE,32,44,32,8,0.2599136286497725,0.27261029070211984,0.27261029070211984,0.3399136286497732,"{""footprint_track_bound"":32}",0,NOT_EVALUATED,NONE,Comparison prohibited: exact subevaluation input parity was not established.
E04,NO_VALID_P3_FOUND_IN_ORACLE_DOMAIN,80,140,80,32,-0.4389381585499908,0.2720275267232501,-0.4389381585499908,0.33932161444901593,"{""footprint_track_bound"":80}",0,NONE_FOUND,NONE,No successful oracle region exists to compare with production mapping.
E05,ORACLE_INCONCLUSIVE,36,42,36,12,-0.2646218590700647,-0.258544428261653,-0.4530222141308262,-0.2646218590700647,"{""footprint_track_bound"":16,""quintic d-offset exceeds maximum_lateral_slope"":4,""shifted race line exceeds left control steering curvature"":16}",0,NOT_EVALUATED,NONE,Comparison prohibited: exact subevaluation input parity was not established.
