event_id,violation_count,violation_score,request_index,phase,gate,side,d_target,d_mid,entry_scale,exit_scale,z0,z1,z2,z3,z4,point_count,validator_executed,hard_valid,first_failure_reason,first_failure_enum,failure_waypoint_index,failure_obstacle_id,center_track_margin_m,footprint_track_margin_m,obstacle_margin_m,waypoint0_center_track_margin_m,waypoint0_footprint_track_margin_m,peak_lateral_slope,lateral_slope_margin,peak_positive_curvature_radpm,peak_negative_curvature_radpm,signed_curvature_margin_radpm,peak_curvature_rate_radpm2,curvature_rate_margin_radpm2,braking_deficit_m,velocity_loss,minimum_normalized_safety_slack,global_path_deviation_m,exit_reaches_next_obstacle,path_digest,failure_footprint_side,failure_heading_relative_rad,failure_corner_protrusion_m
V2E01,1,0.06137113192151156,5408,COARSE,STRICT,RIGHT,-0.45687960954981943,-0.39999999999999919,0.51458109301505117,0.49716841625749453,0.085857754020407906,0.14133662039656425,0.15306811594111736,0.16479961148567046,1.4119493858013339,25,1,0,quintic d-offset exceeds maximum_lateral_slope,5,2,-1,0.59316653109309736,0.33971964787308556,1.5,0.59316653109309736,0.33971964787308556,0.80122742263843028,-0.0012274226384302311,nan,nan,0.11732590859299297,4.3438623588526388,15.65613764114736,0,0.30235941732157356,0.089135374099681322,0.032463150526179631,0,6726d123bf560db1,,nan,nan
V2E01,1,0.06137113192151156,5412,COARSE,STRICT,RIGHT,-0.45687960954981943,-0.39999999999999919,0.71366941165554731,0.49716841625749453,0.064393315515305929,0.14133662039656425,0.15306811594111736,0.16479961148567046,1.4119493858013339,25,1,0,quintic d-offset exceeds maximum_lateral_slope,5,2,-1,0.59316653109309736,0.33971964787308556,1.5,0.59316653109309736,0.33971964787308556,0.80122742263843028,-0.0012274226384302311,nan,nan,0.11732590859299297,4.3438623588526388,15.65613764114736,0,0.30235941732157356,0.089135374099681322,0.032463150526179631,0,6726d123bf560db1,,nan,nan
V2E01,1,0.06137113192151156,19968,COARSE,RELAXED,RIGHT,-0.45687960954981943,-0.39999999999999919,0.51458109301505117,0.49716841625749453,0.085857754020407906,0.14133662039656425,0.15306811594111736,0.16479961148567046,1.4119493858013339,25,1,0,quintic d-offset exceeds maximum_lateral_slope,5,2,-1,0.59316653109309736,0.33971964787308556,1.5,0.59316653109309736,0.33971964787308556,0.80122742263843028,-0.0012274226384302311,nan,nan,0.11732590859299297,4.3438623588526388,15.65613764114736,0,0.30235941732157356,0.089135374099681322,0.032463150526179631,0,6726d123bf560db1,,nan,nan
V2E01,1,0.06137113192151156,19972,COARSE,RELAXED,RIGHT,-0.45687960954981943,-0.39999999999999919,0.71366941165554731,0.49716841625749453,0.064393315515305929,0.14133662039656425,0.15306811594111736,0.16479961148567046,1.4119493858013339,25,1,0,quintic d-offset exceeds maximum_lateral_slope,5,2,-1,0.59316653109309736,0.33971964787308556,1.5,0.59316653109309736,0.33971964787308556,0.80122742263843028,-0.0012274226384302311,nan,nan,0.11732590859299297,4.3438623588526388,15.65613764114736,0,0.30235941732157356,0.089135374099681322,0.032463150526179631,0,6726d123bf560db1,,nan,nan
V2E01,1,0.13011807028438516,52,REFINE,STRICT,RIGHT,-0.45999999999999996,-0.52000000000000002,0.51458109301505117,0.60498681916591468,0.085857754020407906,0.14133662039656425,0.15306811594111736,0.16479961148567046,1.6824124571816943,26,1,0,quintic d-offset exceeds maximum_lateral_slope,5,4,-1,0.5295894202651924,0.31832229396981465,1.5,0.59333063542731601,0.34122686623991944,0.80260236140568775,-0.0026023614056877031,nan,nan,0.064327058196765874,4.5838815324954716,15.416118467504528,0,0.33237173456770674,0.048870845884445485,0.077909062526152262,0,0c675fc686c10646,,nan,nan
V2E01,1,0.13011807028438516,122,REFINE,STRICT,RIGHT,-0.45999999999999996,-0.52000000000000002,1.310934367577036,0.60498681916591468,0,0.14133662039656425,0.15306811594111736,0.16479961148567046,1.6824124571816943,26,1,0,quintic d-offset exceeds maximum_lateral_slope,5,4,-1,0.5295894202651924,0.31832229396981465,1.5,0.59333063542731601,0.34122686623991944,0.80260236140568775,-0.0026023614056877031,nan,nan,0.064327058196765874,4.5838815324954716,15.416118467504528,0,0.33237173456770674,0.048870845884445485,0.077909062526152262,0,0c675fc686c10646,,nan,nan
V2E01,1,0.13011807028438516,840,REFINE,RELAXED,RIGHT,-0.45999999999999996,-0.52000000000000002,0.51458109301505117,0.60498681916591468,0.085857754020407906,0.14133662039656425,0.15306811594111736,0.16479961148567046,1.6824124571816943,26,1,0,quintic d-offset exceeds maximum_lateral_slope,5,4,-1,0.5295894202651924,0.31832229396981465,1.5,0.59333063542731601,0.34122686623991944,0.80260236140568775,-0.0026023614056877031,nan,nan,0.064327058196765874,4.5838815324954716,15.416118467504528,0,0.33237173456770674,0.048870845884445485,0.077909062526152262,0,0c675fc686c10646,,nan,nan
V2E01,1,0.13011807028438516,910,REFINE,RELAXED,RIGHT,-0.45999999999999996,-0.52000000000000002,1.310934367577036,0.60498681916591468,0,0.14133662039656425,0.15306811594111736,0.16479961148567046,1.6824124571816943,26,1,0,quintic d-offset exceeds maximum_lateral_slope,5,4,-1,0.5295894202651924,0.31832229396981465,1.5,0.59333063542731601,0.34122686623991944,0.80260236140568775,-0.0026023614056877031,nan,nan,0.064327058196765874,4.5838815324954716,15.416118467504528,0,0.33237173456770674,0.048870845884445485,0.077909062526152262,0,0c675fc686c10646,,nan,nan
V2E01,1,0.49981638031266207,41,REFINE,STRICT,RIGHT,-0.46999999999999997,-0.53000000000000003,0.51458109301505117,0.60498681916591468,0.085857754020407906,0.14133662039656425,0.15306811594111736,0.16479961148567046,1.6824124571816943,26,1,0,quintic d-offset exceeds maximum_lateral_slope,5,4,-1,0.52421675308616267,0.31079263343537883,1.5,0.58350183048378945,0.33261132191910597,0.80999632760625329,-0.0099963276062532413,nan,nan,0.057633942671523997,4.5767866944424886,15.42321330555751,0,0.33295381288307779,0.043785921647426194,0.078955859957421548,0,0cf0387a35d8d8b5,,nan,nan
V2E01,1,0.49981638031266207,111,REFINE,STRICT,RIGHT,-0.46999999999999997,-0.53000000000000003,1.310934367577036,0.60498681916591468,0,0.14133662039656425,0.15306811594111736,0.16479961148567046,1.6824124571816943,26,1,0,quintic d-offset exceeds maximum_lateral_slope,5,4,-1,0.52421675308616267,0.31079263343537883,1.5,0.58350183048378945,0.33261132191910597,0.80999632760625329,-0.0099963276062532413,nan,nan,0.057633942671523997,4.5767866944424886,15.42321330555751,0,0.33295381288307779,0.043785921647426194,0.078955859957421548,0,0cf0387a35d8d8b5,,nan,nan
