version,stage,sample_count,instrumentation,p50_ms,p90_ms,p95_ms,p99_ms,max_ms
PRE_CHANGE,s1_evaluator,728,OFF,11.0921115,17.3678992,19.7422888,20.758241390000002,21.023309
PRE_CHANGE,primary_planning,728,OFF,11.627678499999998,18.5753048,20.72083955,21.901854970000002,22.227671
PRE_CHANGE,safe_stop_fallback,728,OFF,0.0,24.919622499999996,27.533893749999997,41.45462907,42.917964
PRE_CHANGE,total_callback_model,728,OFF,16.860622,39.238762200000004,43.20778229999999,55.00556763,55.968214
POST_CHANGE,s1_evaluator,728,OFF,11.142699,17.450707200000004,19.929621549999997,20.91603834,21.50261
POST_CHANGE,primary_planning,728,OFF,11.675143,18.6604855,20.842030750000003,22.07747793,22.312633
POST_CHANGE,safe_stop_fallback,728,OFF,0.0,8.9747634,12.2972431,19.15940759,22.819575
POST_CHANGE,total_callback_model,728,OFF,13.891001,21.5270678,22.31896975,32.21716545,34.694392
POST_CHANGE,active_continuation_revalidation,434,OFF,0.4755125,0.6161153,0.6367516,0.65816754,0.667717
